League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
LaLiga ,09/10 ,4 ,Espanyol ,Málaga ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Real Valladolid ,Osasuna ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Villarreal ,Real Madrid ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Xerez ,Deportivo La Coruña ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Tenerife ,Athletic Bilbao ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Getafe ,Valencia ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,4 ,Sporting Gijón ,Real Zaragoza ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Athletic Bilbao ,Sevilla ,0 ,4 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Real Madrid ,Tenerife ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Málaga ,Barcelona ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Valencia ,Atlético Madrid ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Almería ,Racing de Santander ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Espanyol ,Xerez ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Osasuna ,Sporting Gijón ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,RCD Mallorca ,Real Valladolid ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Real Zaragoza ,Getafe ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,5 ,Deportivo La Coruña ,Villarreal ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Tenerife ,Deportivo La Coruña ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Barcelona ,Almería ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Atlético Madrid ,Real Zaragoza ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Getafe ,Osasuna ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Real Valladolid ,Athletic Bilbao ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Sporting Gijón ,RCD Mallorca ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Villarreal ,Espanyol ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Xerez ,Málaga ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Racing de Santander ,Valencia ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,6 ,Sevilla ,Real Madrid ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Deportivo La Coruña ,Sevilla ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Real Madrid ,Real Valladolid ,4 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Valencia ,Barcelona ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Espanyol ,Tenerife ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Málaga ,Almería ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,RCD Mallorca ,Getafe ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Real Zaragoza ,Racing de Santander ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Xerez ,Villarreal ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Athletic Bilbao ,Sporting Gijón ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,7 ,Osasuna ,Atlético Madrid ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Atlético Madrid ,RCD Mallorca ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Sporting Gijón ,Real Madrid ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Sevilla ,Espanyol ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Getafe ,Athletic Bilbao ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Racing de Santander ,Osasuna ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Real Valladolid ,Deportivo La Coruña ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Tenerife ,Xerez ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Villarreal ,Málaga ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Almería ,Valencia ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,8 ,Barcelona ,Real Zaragoza ,6 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Real Madrid ,Getafe ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Osasuna ,Barcelona ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Xerez ,Sevilla ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Athletic Bilbao ,Atlético Madrid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Espanyol ,Real Valladolid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,RCD Mallorca ,Racing de Santander ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Real Zaragoza ,Almería ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Villarreal ,Tenerife ,5 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Málaga ,Valencia ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,9 ,Deportivo La Coruña ,Sporting Gijón ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Getafe ,Deportivo La Coruña ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Tenerife ,Málaga ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Barcelona ,RCD Mallorca ,4 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Atlético Madrid ,Real Madrid ,2 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Almería ,Osasuna ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Racing de Santander ,Athletic Bilbao ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Real Valladolid ,Xerez ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Sporting Gijón ,Espanyol ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Valencia ,Real Zaragoza ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,10 ,Sevilla ,Villarreal ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Deportivo La Coruña ,Atlético Madrid ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Tenerife ,Sevilla ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Real Madrid ,Racing de Santander ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Athletic Bilbao ,Barcelona ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Espanyol ,Getafe ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,RCD Mallorca ,Almería ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Villarreal ,Real Valladolid ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Xerez ,Sporting Gijón ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Málaga ,Real Zaragoza ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,11 ,Osasuna ,Valencia ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Sporting Gijón ,Villarreal ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Valencia ,RCD Mallorca ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Sevilla ,Málaga ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Almería ,Athletic Bilbao ,1 ,4 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Getafe ,Xerez ,5 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Racing de Santander ,Deportivo La Coruña ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Real Valladolid ,Tenerife ,3 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Real Zaragoza ,Osasuna ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Barcelona ,Real Madrid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,12 ,Atlético Madrid ,Espanyol ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Sevilla ,Real Valladolid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Xerez ,Atlético Madrid ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Real Madrid ,Almería ,4 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Deportivo La Coruña ,Barcelona ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Espanyol ,Racing de Santander ,0 ,4 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Málaga ,Osasuna ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,RCD Mallorca ,Real Zaragoza ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Tenerife ,Sporting Gijón ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Villarreal ,Getafe ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,13 ,Athletic Bilbao ,Valencia ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Real Zaragoza ,Athletic Bilbao ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Barcelona ,Espanyol ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Valencia ,Real Madrid ,2 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Almería ,Deportivo La Coruña ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Getafe ,Tenerife ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Osasuna ,RCD Mallorca ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Racing de Santander ,Xerez ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Real Valladolid ,Málaga ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Atlético Madrid ,Villarreal ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,14 ,Sporting Gijón ,Sevilla ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Xerez ,Barcelona ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Athletic Bilbao ,Osasuna ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Sevilla ,Getafe ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Real Madrid ,Real Zaragoza ,6 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Espanyol ,Almería ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Málaga ,RCD Mallorca ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Real Valladolid ,Sporting Gijón ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Villarreal ,Racing de Santander ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Tenerife ,Atlético Madrid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,15 ,Deportivo La Coruña ,Valencia ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Valencia ,Espanyol ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Barcelona ,Villarreal ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Atlético Madrid ,Sevilla ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Almería ,Xerez ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Getafe ,Real Valladolid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Racing de Santander ,Tenerife ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Real Zaragoza ,Deportivo La Coruña ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Sporting Gijón ,Málaga ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,RCD Mallorca ,Athletic Bilbao ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,16 ,Osasuna ,Real Madrid ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Real Valladolid ,Atlético Madrid ,0 ,4 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Sevilla ,Racing de Santander ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Villarreal ,Almería ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Deportivo La Coruña ,Osasuna ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Espanyol ,Real Zaragoza ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Málaga ,Athletic Bilbao ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Sporting Gijón ,Getafe ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Xerez ,Valencia ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Real Madrid ,RCD Mallorca ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,17 ,Tenerife ,Barcelona ,0 ,5 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Osasuna ,Espanyol ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Athletic Bilbao ,Real Madrid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Barcelona ,Sevilla ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Almería ,Tenerife ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Málaga ,Getafe ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Racing de Santander ,Real Valladolid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,RCD Mallorca ,Deportivo La Coruña ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Real Zaragoza ,Xerez ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Atlético Madrid ,Sporting Gijón ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,18 ,Valencia ,Villarreal ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Sevilla ,Almería ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Real Valladolid ,Barcelona ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Deportivo La Coruña ,Athletic Bilbao ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Espanyol ,RCD Mallorca ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Sporting Gijón ,Racing de Santander ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Tenerife ,Valencia ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Villarreal ,Real Zaragoza ,4 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Xerez ,Osasuna ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Getafe ,Atlético Madrid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,19 ,Real Madrid ,Málaga ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Espanyol ,Athletic Bilbao ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Sporting Gijón ,Barcelona ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Deportivo La Coruña ,Real Madrid ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Getafe ,Racing de Santander ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Real Valladolid ,Almería ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Tenerife ,Real Zaragoza ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Villarreal ,Osasuna ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Xerez ,RCD Mallorca ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Atlético Madrid ,Málaga ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,20 ,Sevilla ,Valencia ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Valencia ,Real Valladolid ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Barcelona ,Getafe ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Real Madrid ,Espanyol ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Almería ,Sporting Gijón ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Athletic Bilbao ,Xerez ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Málaga ,Deportivo La Coruña ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Osasuna ,Tenerife ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,RCD Mallorca ,Villarreal ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Real Zaragoza ,Sevilla ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,21 ,Racing de Santander ,Atlético Madrid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Sporting Gijón ,Valencia ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Xerez ,Real Madrid ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Villarreal ,Athletic Bilbao ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Espanyol ,Deportivo La Coruña ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Getafe ,Almería ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Racing de Santander ,Málaga ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Real Valladolid ,Real Zaragoza ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Sevilla ,Osasuna ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Atlético Madrid ,Barcelona ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,22 ,Tenerife ,RCD Mallorca ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Deportivo La Coruña ,Xerez ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Barcelona ,Racing de Santander ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,RCD Mallorca ,Sevilla ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Athletic Bilbao ,Tenerife ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Málaga ,Espanyol ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Osasuna ,Real Valladolid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Real Zaragoza ,Sporting Gijón ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Almería ,Atlético Madrid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Real Madrid ,Villarreal ,6 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,23 ,Valencia ,Getafe ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Getafe ,Real Zaragoza ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Tenerife ,Real Madrid ,1 ,5 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Barcelona ,Málaga ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Racing de Santander ,Almería ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Real Valladolid ,RCD Mallorca ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Sporting Gijón ,Osasuna ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Villarreal ,Deportivo La Coruña ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Xerez ,Espanyol ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Sevilla ,Athletic Bilbao ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,24 ,Atlético Madrid ,Valencia ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Deportivo La Coruña ,Tenerife ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Almería ,Barcelona ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Real Madrid ,Sevilla ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Espanyol ,Villarreal ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Málaga ,Xerez ,2 ,4 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Osasuna ,Getafe ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,RCD Mallorca ,Sporting Gijón ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Athletic Bilbao ,Real Valladolid ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Real Zaragoza ,Atlético Madrid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,25 ,Valencia ,Racing de Santander ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,26 ,Getafe ,RCD Mallorca ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,09/10 ,26 ,Sporting Gijón ,Athletic Bilbao ,0 ,0 , (no statistics in this season)  here must be value
