League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,(no statistics in this season)  header
LaLiga ,11/12 ,30 ,Espanyol ,Málaga ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,30 ,Levante ,Osasuna ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,30 ,Athletic Bilbao ,Sporting Gijón ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,30 ,Rayo Vallecano ,Villarreal ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,30 ,Real Betis ,Racing de Santander ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,30 ,Granada ,Sevilla ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Racing de Santander ,Granada ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Sporting Gijón ,Real Zaragoza ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Osasuna ,Real Madrid ,1 ,5 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Barcelona ,Athletic Bilbao ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Málaga ,Real Betis ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Atlético Madrid ,Getafe ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Valencia ,Levante ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Real Sociedad ,Rayo Vallecano ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Villarreal ,Espanyol ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,31 ,Sevilla ,RCD Mallorca ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Espanyol ,Real Sociedad ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Getafe ,Sporting Gijón ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Rayo Vallecano ,Osasuna ,6 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Real Zaragoza ,Barcelona ,1 ,4 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Real Betis ,Villarreal ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Levante ,Atlético Madrid ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,RCD Mallorca ,Granada ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Athletic Bilbao ,Sevilla ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Real Madrid ,Valencia ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,32 ,Málaga ,Racing de Santander ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Osasuna ,Espanyol ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Real Sociedad ,Real Betis ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Barcelona ,Getafe ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Granada ,Athletic Bilbao ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Sporting Gijón ,Levante ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Valencia ,Rayo Vallecano ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Atlético Madrid ,Real Madrid ,1 ,4 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Villarreal ,Málaga ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Racing de Santander ,RCD Mallorca ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,33 ,Sevilla ,Real Zaragoza ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Real Madrid ,Sporting Gijón ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Levante ,Barcelona ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Espanyol ,Valencia ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Málaga ,Real Sociedad ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Real Betis ,Osasuna ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Real Zaragoza ,Granada ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Villarreal ,Racing de Santander ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Athletic Bilbao ,RCD Mallorca ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Rayo Vallecano ,Atlético Madrid ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,34 ,Getafe ,Sevilla ,5 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,RCD Mallorca ,Real Zaragoza ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Sporting Gijón ,Rayo Vallecano ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Barcelona ,Real Madrid ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Sevilla ,Levante ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Granada ,Getafe ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Real Sociedad ,Villarreal ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Racing de Santander ,Athletic Bilbao ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Atlético Madrid ,Espanyol ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Valencia ,Real Betis ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,35 ,Osasuna ,Málaga ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Espanyol ,Sporting Gijón ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Getafe ,RCD Mallorca ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Levante ,Granada ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Real Sociedad ,Racing de Santander ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Villarreal ,Osasuna ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Real Madrid ,Sevilla ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Real Zaragoza ,Athletic Bilbao ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Málaga ,Valencia ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Real Betis ,Atlético Madrid ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,36 ,Rayo Vallecano ,Barcelona ,0 ,7 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Athletic Bilbao ,Getafe ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Atlético Madrid ,Málaga ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Barcelona ,Espanyol ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Granada ,Real Madrid ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Osasuna ,Real Sociedad ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,RCD Mallorca ,Levante ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Real Zaragoza ,Racing de Santander ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Sevilla ,Rayo Vallecano ,5 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Sporting Gijón ,Real Betis ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,37 ,Valencia ,Villarreal ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Real Sociedad ,Valencia ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Real Betis ,Barcelona ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Espanyol ,Sevilla ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Getafe ,Real Zaragoza ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Levante ,Athletic Bilbao ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Málaga ,Sporting Gijón ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Racing de Santander ,Osasuna ,2 ,4 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Rayo Vallecano ,Granada ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Real Madrid ,RCD Mallorca ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,11/12 ,38 ,Villarreal ,Atlético Madrid ,0 ,1 , (no statistics in this season)  here must be value
