League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
LaLiga ,13/14 ,30 ,Real Sociedad ,Real Valladolid ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,30 ,Almería ,Valencia ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,30 ,Levante ,Real Betis ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Espanyol ,Barcelona ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Celta Vigo ,Sevilla ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Athletic Bilbao ,Atlético Madrid ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Real Madrid ,Rayo Vallecano ,5 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Real Valladolid ,Almería ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Osasuna ,Real Sociedad ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Villarreal ,Elche CF ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Valencia ,Getafe ,1 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Granada ,Levante ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,31 ,Real Betis ,Málaga ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Almería ,Osasuna ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Atlético Madrid ,Villarreal ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Barcelona ,Real Betis ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Real Sociedad ,Real Madrid ,0 ,4 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Rayo Vallecano ,Celta Vigo ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Málaga ,Granada ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Elche CF ,Getafe ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Sevilla ,Espanyol ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Real Valladolid ,Valencia ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,32 ,Levante ,Athletic Bilbao ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Osasuna ,Real Valladolid ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Celta Vigo ,Real Sociedad ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Villarreal ,Levante ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Granada ,Barcelona ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Real Madrid ,Almería ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Real Betis ,Sevilla ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Valencia ,Elche CF ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Getafe ,Atlético Madrid ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Espanyol ,Rayo Vallecano ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,33 ,Athletic Bilbao ,Málaga ,3 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Atlético Madrid ,Elche CF ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Osasuna ,Valencia ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Levante ,Getafe ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Real Sociedad ,Espanyol ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Almería ,Celta Vigo ,2 ,4 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Rayo Vallecano ,Real Betis ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Sevilla ,Granada ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Barcelona ,Athletic Bilbao ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Málaga ,Villarreal ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,34 ,Real Valladolid ,Real Madrid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Elche CF ,Levante ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Granada ,Rayo Vallecano ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Getafe ,Málaga ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Real Madrid ,Osasuna ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Real Betis ,Real Sociedad ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Espanyol ,Almería ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Valencia ,Atlético Madrid ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Athletic Bilbao ,Sevilla ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Villarreal ,Barcelona ,2 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,35 ,Celta Vigo ,Real Valladolid ,4 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Rayo Vallecano ,Athletic Bilbao ,0 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Barcelona ,Getafe ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Málaga ,Elche CF ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Osasuna ,Celta Vigo ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Real Valladolid ,Espanyol ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Almería ,Real Betis ,3 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Levante ,Atlético Madrid ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Sevilla ,Villarreal ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Real Madrid ,Valencia ,2 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,36 ,Real Sociedad ,Granada ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Villarreal ,Rayo Vallecano ,4 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Levante ,Valencia ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Athletic Bilbao ,Real Sociedad ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Atlético Madrid ,Málaga ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Celta Vigo ,Real Madrid ,2 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Elche CF ,Barcelona ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Espanyol ,Osasuna ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Getafe ,Sevilla ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Granada ,Almería ,0 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,37 ,Real Betis ,Real Valladolid ,4 ,3 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Málaga ,Levante ,1 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Real Madrid ,Espanyol ,3 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Barcelona ,Atlético Madrid ,1 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Valencia ,Celta Vigo ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Real Sociedad ,Villarreal ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Almería ,Athletic Bilbao ,0 ,0 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Osasuna ,Real Betis ,2 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Rayo Vallecano ,Getafe ,1 ,2 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Real Valladolid ,Granada ,0 ,1 , (no statistics in this season)  here must be value
LaLiga ,13/14 ,38 ,Sevilla ,Elche CF ,3 ,1 , (no statistics in this season)  here must be value
