League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,12/13 ,4 ,Arsenal ,Southampton ,6 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Aston Villa ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Fulham ,West Bromwich Albion ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Manchester United ,Wigan Athletic ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Queens Park Rangers ,Chelsea ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Stoke City ,Manchester City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Sunderland ,Liverpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Reading ,Tottenham ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,4 ,Everton ,Newcastle United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Swansea City ,Everton ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Chelsea ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Southampton ,Aston Villa ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,West Bromwich Albion ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,West Ham United ,Sunderland ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Wigan Athletic ,Fulham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Liverpool ,Manchester United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Newcastle United ,Norwich City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Manchester City ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,5 ,Tottenham ,Queens Park Rangers ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Arsenal ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Everton ,Southampton ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Fulham ,Manchester City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Norwich City ,Liverpool ,2 ,5 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Reading ,Newcastle United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Stoke City ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Sunderland ,Wigan Athletic ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Manchester United ,Tottenham ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Aston Villa ,West Bromwich Albion ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,6 ,Queens Park Rangers ,West Ham United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Manchester City ,Sunderland ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Chelsea ,Norwich City ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Swansea City ,Reading ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,West Bromwich Albion ,Queens Park Rangers ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Wigan Athletic ,Everton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,West Ham United ,Arsenal ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Southampton ,Fulham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Liverpool ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Tottenham ,Aston Villa ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,7 ,Newcastle United ,Manchester United ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Tottenham ,Chelsea ,2 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Fulham ,Aston Villa ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Liverpool ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Manchester United ,Stoke City ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Swansea City ,Wigan Athletic ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,West Bromwich Albion ,Manchester City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,West Ham United ,Southampton ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Norwich City ,Arsenal ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Sunderland ,Newcastle United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,8 ,Queens Park Rangers ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Aston Villa ,Norwich City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Arsenal ,Queens Park Rangers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Reading ,Fulham ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Stoke City ,Sunderland ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Wigan Athletic ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Manchester City ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Everton ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Newcastle United ,West Bromwich Albion ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Southampton ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,9 ,Chelsea ,Manchester United ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Manchester United ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Fulham ,Everton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Norwich City ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Sunderland ,Aston Villa ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Swansea City ,Chelsea ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Tottenham ,Wigan Athletic ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,West Ham United ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Queens Park Rangers ,Reading ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,Liverpool ,Newcastle United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,10 ,West Bromwich Albion ,Southampton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Arsenal ,Fulham ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Everton ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Reading ,Norwich City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Southampton ,Swansea City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Stoke City ,Queens Park Rangers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Wigan Athletic ,West Bromwich Albion ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Aston Villa ,Manchester United ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Manchester City ,Tottenham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Newcastle United ,West Ham United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,11 ,Chelsea ,Liverpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Arsenal ,Tottenham ,5 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Liverpool ,Wigan Athletic ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Manchester City ,Aston Villa ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Newcastle United ,Swansea City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Queens Park Rangers ,Southampton ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Reading ,Everton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,West Bromwich Albion ,Chelsea ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Norwich City ,Manchester United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,Fulham ,Sunderland ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,12 ,West Ham United ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Sunderland ,West Bromwich Albion ,2 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Everton ,Norwich City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Manchester United ,Queens Park Rangers ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Stoke City ,Fulham ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Wigan Athletic ,Reading ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Aston Villa ,Arsenal ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Swansea City ,Liverpool ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Southampton ,Newcastle United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Chelsea ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,13 ,Tottenham ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Sunderland ,Queens Park Rangers ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Aston Villa ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Chelsea ,Fulham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Everton ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Southampton ,Norwich City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Stoke City ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Swansea City ,West Bromwich Albion ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Tottenham ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Manchester United ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,14 ,Wigan Athletic ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,West Ham United ,Chelsea ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Arsenal ,Swansea City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Fulham ,Tottenham ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Liverpool ,Southampton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Manchester City ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Queens Park Rangers ,Aston Villa ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,West Bromwich Albion ,Stoke City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Reading ,Manchester United ,3 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Norwich City ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,15 ,Newcastle United ,Wigan Athletic ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Arsenal ,West Bromwich Albion ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Aston Villa ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Southampton ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Sunderland ,Chelsea ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Swansea City ,Norwich City ,3 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Wigan Athletic ,Queens Park Rangers ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Manchester City ,Manchester United ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Everton ,Tottenham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,West Ham United ,Liverpool ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,16 ,Fulham ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Newcastle United ,Manchester City ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Liverpool ,Aston Villa ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Manchester United ,Sunderland ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Norwich City ,Wigan Athletic ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Queens Park Rangers ,Fulham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Stoke City ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Tottenham ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,West Bromwich Albion ,West Ham United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Reading ,Arsenal ,2 ,5 , (no statistics in this season)  here must be value
Premier League ,12/13 ,17 ,Chelsea ,Southampton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Wigan Athletic ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Manchester City ,Reading ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Newcastle United ,Queens Park Rangers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Southampton ,Sunderland ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Tottenham ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,West Bromwich Albion ,Norwich City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,West Ham United ,Everton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Liverpool ,Fulham ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Swansea City ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,18 ,Chelsea ,Aston Villa ,8 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Arsenal ,West Ham United ,null ,null , the game is cancaled 0  with id 2755030 at round 19
Premier League ,12/13 ,19 ,Everton ,Wigan Athletic ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Fulham ,Southampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Manchester United ,Newcastle United ,4 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Norwich City ,Chelsea ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Queens Park Rangers ,West Bromwich Albion ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Reading ,Swansea City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Sunderland ,Manchester City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Aston Villa ,Tottenham ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Stoke City ,Liverpool ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,19 ,Arsenal ,West Ham United ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Sunderland ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Aston Villa ,Wigan Athletic ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Fulham ,Swansea City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Manchester United ,West Bromwich Albion ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Norwich City ,Manchester City ,3 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Reading ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Stoke City ,Southampton ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Arsenal ,Newcastle United ,7 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Everton ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,20 ,Queens Park Rangers ,Liverpool ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,West Bromwich Albion ,Fulham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Manchester City ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Swansea City ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Tottenham ,Reading ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,West Ham United ,Norwich City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Wigan Athletic ,Manchester United ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Southampton ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Chelsea ,Queens Park Rangers ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Liverpool ,Sunderland ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,21 ,Newcastle United ,Everton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Queens Park Rangers ,Tottenham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Aston Villa ,Southampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Everton ,Swansea City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Fulham ,Wigan Athletic ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Norwich City ,Newcastle United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Reading ,West Bromwich Albion ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Stoke City ,Chelsea ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Sunderland ,West Ham United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Manchester United ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,22 ,Arsenal ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Liverpool ,Norwich City ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Manchester City ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Newcastle United ,Reading ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Swansea City ,Stoke City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,West Ham United ,Queens Park Rangers ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Wigan Athletic ,Sunderland ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,West Bromwich Albion ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Chelsea ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Tottenham ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,23 ,Southampton ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Aston Villa ,Newcastle United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Queens Park Rangers ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Stoke City ,Wigan Athletic ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Sunderland ,Swansea City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Arsenal ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Everton ,West Bromwich Albion ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Norwich City ,Tottenham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Fulham ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Manchester United ,Southampton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,24 ,Reading ,Chelsea ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Queens Park Rangers ,Norwich City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Arsenal ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Everton ,Aston Villa ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Newcastle United ,Chelsea ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Reading ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,West Ham United ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Wigan Athletic ,Southampton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Fulham ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,West Bromwich Albion ,Tottenham ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,25 ,Manchester City ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Tottenham ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Chelsea ,Wigan Athletic ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Norwich City ,Fulham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Stoke City ,Reading ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Sunderland ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Swansea City ,Queens Park Rangers ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Southampton ,Manchester City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Aston Villa ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Manchester United ,Everton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,12/13 ,26 ,Liverpool ,West Bromwich Albion ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,12/13 ,27 ,Liverpool ,Swansea City ,5 ,0 , (no statistics in this season)  here must be value
