Confirmed,PlayerFirstName,PlayerLastName,PlayerShortName,PlayerSlug,PlayerPosition,Time,IsHome,IncidentClass,IncidentType,GameID
false,null,null,J. Grealish,jack-grealish,F,47,true,penaltyAwarded,varDecision,5667
false,,,M. Sakho,mamadou-sakho,D,8,false,goalAwarded,varDecision,5667
true,null,null,Ç. Söyüncü,caglar-soyuncu,D,69,false,redCardGiven,varDecision,5669
true,null,null,C. Wood,chris-wood,F,90,true,penaltyAwarded,varDecision,5672
true,null,null,D. Brooks,david-brooks,M,89,false,goalAwarded,varDecision,5673
false,null,null,Gabriel,gabriel-jesus,F,73,true,penaltyAwarded,varDecision,5673
true,null,null,J. King,joshua-king,F,59,false,goalNotAwarded,varDecision,5673
false,null,null,J. Ayew,jordan-ayew,F,56,true,goalAwarded,varDecision,5678
true,null,null,I. Sarr,ismaila-sarr,M,28,false,cardUpgrade,varDecision,5680
true,null,null,I. Sarr,ismaila-sarr,M,16,false,penaltyNotAwarded,varDecision,5680
true,null,null,J. Drmić,josip-drmic,F,45,true,cardUpgrade,varDecision,5681
false,null,null,E. Buendía,emiliano-buendia,M,34,true,cardUpgrade,varDecision,5681
false,,,S. Surridge,sam-surridge,F,90,true,goalAwarded,varDecision,5682
false,,,O. Romeu,oriol-romeu,M,57,false,penaltyNotAwarded,varDecision,5682
true,,,J. Justin,james-justin,D,69,false,penaltyNotAwarded,varDecision,5683
true,null,null,H. M. Son,heung-min-son,F,7,true,goalAwarded,varDecision,5683
true,,,P. Foden,foden-phil,M,63,false,goalAwarded,varDecision,5687
true,,,B. Fernandes,bruno-fernandes,M,82,true,cardUpgrade,varDecision,5689
false,null,null,D. Rice,declan-rice,M,45,false,penaltyNotAwarded,varDecision,5689
true,null,null,M. Mount,mason-mount,M,32,false,goalNotAwarded,varDecision,5690
false,,,A. Lacazette,alexandre-lacazette,F,2,true,penaltyNotAwarded,varDecision,5691
false,null,null,J. Rodriguez,jay-rodriguez,F,59,true,goalAwarded,varDecision,5692
true,null,null,R. Jiménez,raul-jimenez,F,45,false,cardUpgrade,varDecision,5693
true,null,null,D. Brooks,david-brooks,M,17,false,penaltyNotAwarded,varDecision,5695
true,null,null,C. Wilson,callum-wilson,F,13,false,penaltyAwarded,varDecision,5695
true,,,A. Martial,anthony-martial,F,69,false,penaltyAwarded,varDecision,5696
false,null,null,O. Hernández,onel-hernandez,M,9,false,goalAwarded,varDecision,5697
true,null,null,D. Gayle,dwight-gayle,F,2,true,goalAwarded,varDecision,5698
