PlayerName,FirstName,LastName,ShortName,Slug,Position,Reason,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
Declan Rice,,,D. Rice,declan-rice,M,Foul,70,null,false,yellow,card,5401
Tom Davies,,,T. Davies,tom-davies,M,Time wasting,45,3,true,yellow,card,5401
Solly March,,,S. March,solly-march,M,null,87,null,false,yellow,card,5402
Martín Montoya,,,M. Montoya,martin-montoya,D,Foul,53,null,false,yellow,card,5402
Aaron Mooy,,,A. Mooy,aaron-mooy,M,Foul,35,null,false,yellowRed,card,5402
Aaron Mooy,,,A. Mooy,aaron-mooy,M,Argument,30,null,false,yellow,card,5402
Conor Hourihane,,,C. Hourihane,conor-hourihane,M,Foul,19,null,true,yellow,card,5402
Teemu Pukki,,,T. Pukki,teemu-pukki,F,Foul,86,null,false,yellow,card,5403
Adam Smith,,,A. Smith,adam-smith,D,Foul,70,null,true,yellow,card,5403
Kenny McLean,,,K. McLean,kenny-mclean,M,Foul,68,null,false,yellow,card,5403
Jamal Lewis,,,J. Lewis,jamal-lewis,D,Foul,29,null,false,yellow,card,5403
Fikayo Tomori,,,F. Tomori,fikayo-tomori,D,Foul,45,1,true,yellow,card,5404
Ciaran Clark,,,C. Clark,ciaran-clark,D,Foul,43,null,false,yellow,card,5404
Marcos Alonso,,,M. Alonso,marcos-alonso,D,Foul,23,null,true,yellow,card,5404
Matthew Lowton,,,M. Lowton,matthew-lowton,D,Argument,90,4,false,yellow,card,5405
Chris Wood,,,C. Wood,chris-wood,F,Argument,62,null,false,yellow,card,5405
Jeff Hendrick,,,J. Hendrick,jeff-hendrick,M,Foul,2,null,false,yellow,card,5405
José Holebas,,,J. Holebas,jose-holebas,D,Argument,90,null,false,yellow,card,5406
Dele Alli,,,D. Alli,dele-alli,M,Argument,90,null,true,yellow,card,5406
Danny Rose,,,D. Rose,danny-rose,D,Foul,89,null,true,yellow,card,5406
Kiko Femenia,,,Kiko,kiko-femenia,D,Foul,88,null,false,yellow,card,5406
Roberto Pereyra,,,R. Pereyra,roberto-pereyra,M,Time wasting,84,null,false,yellow,card,5406
Moussa Sissoko,,,M. Sissoko,moussa-sissoko,M,Foul,77,null,true,yellow,card,5406
Davinson Sánchez,,,D. Sánchez,davinson-sanchez,D,Foul,13,null,true,yellow,card,5406
Ryan Bertrand,,,R. Bertrand,ryan-bertrand,D,Foul,90,3,false,yellow,card,5407
Jesús Vallejo,,,J. Vallejo,jesus-vallejo,D,Foul,68,null,true,yellow,card,5407
Conor Coady,,,C. Coady,conor-coady,D,Foul,45,1,true,yellow,card,5407
Raúl Jiménez,,,R. Jiménez,raul-jimenez,F,Handball,29,null,true,yellow,card,5407
Yan Valery,,,Y. Valery,yan-valery,D,Persistent fouling,10,null,false,yellow,card,5407
Raheem Sterling,,,R. Sterling,raheem-sterling,F,Foul,46,null,false,yellow,card,5408
Luka Milivojević,,,L. Milivojević,luka-milivojevic,M,Foul,13,null,true,yellow,card,5408
Fabinho,,,Fabinho,fabinho,M,Foul,70,null,false,yellow,card,5409
Calum Chambers,,,C. Chambers,calum-chambers,D,Argument,90,3,false,yellow,card,5410
Sokratis,,,Sokratis,sokratis,D,Foul,86,null,false,yellow,card,5410
Dean Henderson,,,D. Henderson,dean-henderson,G,Time wasting,75,null,true,yellow,card,5410
Sead Kolašinac,,,S. Kolašinac,sead-kolasinac,D,Argument,67,null,false,yellow,card,5410
David McGoldrick,,,D. McGoldrick,david-mcgoldrick,F,Simulation,66,null,true,yellow,card,5410
Jack O'Connell,,,J. O'Connell,jack-oconnell,D,Foul,39,null,true,yellow,card,5410
Bukayo Saka,,,B. Saka,bukayo-saka,M,Simulation,35,null,false,yellow,card,5410
John Fleck,,,J. Fleck,john-fleck,M,Foul,15,null,true,yellow,card,5410
Ryan Bertrand,,,R. Bertrand,ryan-bertrand,D,Foul,12,null,true,red,card,5411
Fernandinho,,,Fernandinho,fernandinho,M,Foul,87,null,true,yellowRed,card,5412
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,81,null,true,yellow,card,5412
Fernandinho,,,Fernandinho,fernandinho,M,Foul,57,null,true,yellow,card,5412
Jack Grealish,,,J. Grealish,jack-grealish,F,Foul,36,null,false,yellow,card,5412
Davy Pröpper,,,D. Pröpper,davy-propper,M,Foul,90,3,true,yellow,card,5413
Mason Holgate,,,M. Holgate,mason-holgate,D,Foul,86,null,false,yellow,card,5413
Dale Stephens,,,D. Stephens,dale-stephens,M,Foul,33,null,true,yellow,card,5413
Roberto Pereyra,,,R. Pereyra,roberto-pereyra,M,Foul,89,null,true,yellow,card,5414
Will Hughes,,,W. Hughes,will-hughes,M,Foul,87,null,true,yellow,card,5414
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Foul,85,null,true,yellow,card,5414
Philip Billing,,,P. Billing,philip-billing,M,Foul,80,null,false,yellow,card,5414
Gerard Deulofeu,,,G. Deulofeu,gerard-deulofeu,F,Argument,77,null,true,yellow,card,5414
Diego Rico,,,D. Rico,diego-rico,D,Foul,73,null,false,yellow,card,5414
Callum Wilson,,,C. Wilson,callum-wilson,F,Argument,65,null,false,yellow,card,5414
Craig Dawson,,,C. Dawson,craig-dawson,D,Foul,41,null,true,yellow,card,5414
Enda Stevens,,,E. Stevens,enda-stevens,M,Foul,90,2,false,yellow,card,5415
Fabián Balbuena,,,F. Balbuena,fabian-balbuena,D,Foul,62,null,true,yellow,card,5415
George Baldock,,,G. Baldock,george-baldock,M,Foul,58,null,false,yellow,card,5415
Issa Diop,,,I. Diop,issa-diop,D,Foul,28,null,true,yellow,card,5415
Robbie Brady,,,R. Brady,robbie-brady,M,Foul,90,2,true,yellow,card,5416
Callum Hudson-Odoi,,,C. Hudson-Odoi,callum-hudson-odoi,F,Simulation,77,null,false,yellow,card,5416
Erik Pieters,,,E. Pieters,erik-pieters,D,Foul,67,null,true,yellow,card,5416
Jeff Hendrick,,,J. Hendrick,jeff-hendrick,M,Foul,65,null,true,yellow,card,5416
Willian,,,Willian,willian,F,Foul,53,null,false,yellow,card,5416
Sean Longstaff,,,S. Longstaff,sean-longstaff,M,Foul,82,null,true,red,card,5417
Rúben Neves,,,R. Neves,ruben-neves,M,Foul,75,null,false,yellow,card,5417
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,69,null,false,yellow,card,5417
Jamaal Lascelles,,,J. Lascelles,jamaal-lascelles,D,Foul,66,null,true,yellow,card,5417
Ciaran Clark,,,C. Clark,ciaran-clark,D,Foul,55,null,true,yellow,card,5417
Mattéo Guendouzi,,,M. Guendouzi,matteo-guendouzi,M,Foul,90,7,true,yellow,card,5418
Calum Chambers,,,C. Chambers,calum-chambers,D,Foul,51,null,true,yellow,card,5418
James Milner,,,J. Milner,james-milner,M,Foul,90,1,true,yellow,card,5419
Tanguy Ndombélé,,,T. Ndombélé,tanguy-ndombele,M,Foul,72,null,false,yellow,card,5419
Trent Alexander-Arnold,,,T. Alexander-Arnold,trent-alexander-arnold,D,Foul,64,null,true,yellow,card,5419
Dejan Lovren,,,D. Lovren,dejan-lovren,D,Foul,50,null,true,yellow,card,5419
Danny Rose,,,D. Rose,danny-rose,D,Foul,37,null,false,yellow,card,5419
Moussa Sissoko,,,M. Sissoko,moussa-sissoko,M,null,36,null,false,yellow,card,5419
Max Aarons,,,M. Aarons,max-aarons,D,Argument,90,3,true,yellow,card,5420
Ashley Young,,,A. Young,ashley-young,M,Foul,60,null,false,yellow,card,5420
Aaron Wan-Bissaka,,,A. Wan-Bissaka,aaron-wan-bissaka,D,Foul,45,1,false,yellow,card,5420
Ben Godfrey,,,B. Godfrey,ben-godfrey,D,Foul,27,null,true,yellow,card,5420
Callum Wilson,,,C. Wilson,callum-wilson,F,Simulation,90,1,true,yellow,card,5421
Ashley Young,,,A. Young,ashley-young,M,Foul,67,null,false,yellow,card,5421
Victor Lindelöf,,,V. Lindelöf,victor-lindelof,D,Foul,64,null,false,yellow,card,5421
Ryan Fraser,,,R. Fraser,ryan-fraser,M,Foul,62,null,true,yellow,card,5421
Steve Cook,,,S. Cook,steve-cook,D,Foul,55,null,true,yellow,card,5421
Fred,,,Fred,fred,M,Argument,35,null,false,yellow,card,5421
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Argument,35,null,true,yellow,card,5421
Diogo Jota,,,D. Jota,diogo-jota,F,Foul,89,null,false,yellow,card,5422
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,67,null,false,yellow,card,5422
Anwar El Ghazi,,,A. E. Ghazi,anwar-el-ghazi,F,Foul,81,null,true,yellow,card,5423
Virgil van Dijk,,,V. v. Dijk,virgil-van-dijk,D,Foul,58,null,false,yellow,card,5423
Sadio Mané,,,S. Mané,sadio-mane,F,Simulation,37,null,false,yellow,card,5423
Marco Stiepermann,,,M. Stiepermann,marco-stiepermann,M,Foul,63,null,false,yellow,card,5424
Ederson,,,Ederson,ederson,G,Time wasting,90,5,true,yellow,card,5425
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,89,null,true,yellow,card,5425
Raheem Sterling,,,R. Sterling,raheem-sterling,F,Foul,40,null,true,yellow,card,5425
Pierre-Emile Højbjerg,,,P. Højbjerg,pierre-emile-hojbjerg,M,Foul,18,null,false,yellow,card,5425
Chris Basham,,,C. Basham,chris-basham,D,Foul,89,null,true,yellow,card,5426
Ashley Barnes,,,A. Barnes,ashley-barnes,F,Argument,68,null,false,yellow,card,5426
James Tarkowski,,,J. Tarkowski,james-tarkowski,D,Foul,34,null,false,yellow,card,5426
Federico Fernández,,,F. Fernández,federico-fernandez,D,Time wasting,90,4,false,yellow,card,5427
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Foul,49,null,true,yellow,card,5427
Issa Diop,,,I. Diop,issa-diop,D,Foul,14,null,true,yellow,card,5427
Mason Mount,,,M. Mount,mason-mount,M,Time wasting,90,6,false,yellow,card,5428
Jorginho,,,Jorginho,jorginho,M,Time wasting,89,null,false,yellow,card,5428
Adrian Mariappa,,,A. Mariappa,adrian-mariappa,D,Foul,88,null,true,yellow,card,5428
Craig Dawson,,,C. Dawson,craig-dawson,D,Foul,82,null,true,yellow,card,5428
Daryl Janmaat,,,D. Janmaat,daryl-janmaat,D,Foul,70,null,true,yellow,card,5428
Christian Kabasele,,,C. Kabasele,christian-kabasele,D,Foul,46,null,true,yellow,card,5428
Çağlar Söyüncü,,,Ç. Söyüncü,caglar-soyuncu,D,Foul,81,null,false,yellow,card,5429
James Tomkins,,,J. Tomkins,james-tomkins,D,Handball,63,null,true,yellow,card,5429
Jeffrey Schlupp,,,J. Schlupp,jeffrey-schlupp,M,Foul,54,null,true,yellow,card,5429
Jonny Evans,,,J. Evans,jonny-evans,D,Foul,48,null,false,yellow,card,5429
Heung-Min Son,,,H. M. Son,heung-min-son,F,Foul,79,null,false,red,card,5430
Tanguy Ndombélé,,,T. Ndombélé,tanguy-ndombele,M,Foul,65,null,false,yellow,card,5430
Christian Eriksen,,,C. Eriksen,christian-eriksen,M,Foul,31,null,false,yellow,card,5430
Theo Walcott,,,T. Walcott,theo-walcott,M,Foul,30,null,true,yellow,card,5430
Adam Masina,,,A. Masina,adam-masina,D,Foul,90,3,false,yellow,card,5431
Mario Vrančić,,,M. Vrančić,mario-vrancic,M,Foul,86,null,true,yellow,card,5431
Will Hughes,,,W. Hughes,will-hughes,M,Foul,69,null,false,yellow,card,5431
Christian Kabasele,,,C. Kabasele,christian-kabasele,D,Foul,65,null,false,yellowRed,card,5431
Christian Kabasele,,,C. Kabasele,christian-kabasele,D,Foul,49,null,false,yellow,card,5431
James McCarthy,,,J. McCarthy,james-mccarthy,M,Foul,90,3,false,yellow,card,5432
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Foul,33,null,true,yellow,card,5432
Emerson Palmieri,,,Emerson,emerson-palmieri,D,Foul,31,null,true,yellow,card,5432
Wilfried Zaha,,,W. Zaha,wilfried-zaha,F,Foul,21,null,false,yellow,card,5432
Willian,,,Willian,willian,F,Foul,17,null,true,yellow,card,5432
Ashley Westwood,,,A. Westwood,ashley-westwood,M,Foul,88,null,true,yellow,card,5433
Ryan Fredericks,,,R. Fredericks,ryan-fredericks,D,Foul,69,null,false,yellow,card,5433
Ben Mee,,,B. Mee,ben-mee,D,Foul,45,3,true,yellow,card,5433
Federico Fernández,,,F. Fernández,federico-fernandez,D,Foul,75,null,true,yellow,card,5434
Isaac Hayden,,,I. Hayden,isaac-hayden,M,Foul,37,null,true,yellow,card,5434
Sofiane Boufal,,,S. Boufal,sofiane-boufal,M,Foul,88,null,true,yellow,card,5435
Djibril Sidibé,,,D. Sidibé,djibril-sidibe,D,Foul,65,null,false,yellow,card,5435
Chris Basham,,,C. Basham,chris-basham,D,Foul,90,1,false,yellow,card,5436
Juan Foyth,,,J. Foyth,juan-foyth,D,Foul,80,null,true,yellow,card,5436
Oliver Norwood,,,O. Norwood,oliver-norwood,M,Foul,18,null,false,yellow,card,5436
Eric Dier,,,E. Dier,eric-dier,D,Foul,2,null,true,yellow,card,5436
Héctor Bellerín,,,H. Bellerín,hector-bellerin,D,Off the ball foul,88,null,false,yellow,card,5437
Jonny Evans,,,J. Evans,jonny-evans,D,Foul,55,null,true,yellow,card,5437
Davy Pröpper,,,D. Pröpper,davy-propper,M,Foul,74,null,false,yellow,card,5438
Brandon Williams,,,B. Williams,williams-brandon,D,Foul,58,null,true,yellow,card,5438
Dan Burn,,,D. Burn,dan-burn,D,Foul,45,2,false,yellow,card,5438
Marcus Rashford,,,M. Rashford,marcus-rashford,M,Foul,45,null,true,yellow,card,5438
Martín Montoya,,,M. Montoya,martin-montoya,D,Foul,30,null,false,yellow,card,5438
Lewis Dunk,,,L. Dunk,lewis-dunk,D,Foul,19,null,false,yellow,card,5438
Dale Stephens,,,D. Stephens,dale-stephens,M,Foul,5,null,false,yellow,card,5438
Jonny Castro,,,J. Otto,jonny-otto,M,Foul,90,1,true,yellow,card,5439
João Moutinho,,,J. Moutinho,joao-moutinho,M,Foul,86,null,true,yellow,card,5439
Diogo Jota,,,D. Jota,diogo-jota,F,Argument,74,null,true,yellow,card,5439
Tyrone Mings,,,T. Mings,tyrone-mings,D,Foul,40,null,false,yellow,card,5439
Marvelous Nakamba,,,M. Nakamba,marvelous-nakamba,M,Foul,27,null,false,yellow,card,5439
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,12,null,true,yellow,card,5439
Frédéric Guilbert,,,F. Guilbert,frederic-guilbert,D,Foul,10,null,false,yellow,card,5439
Gabriel Jesus,,,Gabriel,gabriel-jesus,F,Argument,90,5,false,yellow,card,5440
Rodri,,,Rodri,rodri,M,Argument,65,null,false,yellow,card,5440
Robert Snodgrass,,,R. Snodgrass,robert-snodgrass,M,Argument,87,null,true,yellow,card,5441
Harry Kane,,,H. Kane,harry-kane,F,Foul,87,null,false,yellow,card,5441
Ben Davies,,,B. Davies,ben-davies,D,Foul,70,null,false,yellow,card,5441
Ryan Fredericks,,,R. Fredericks,ryan-fredericks,D,Foul,39,null,true,yellow,card,5441
Issa Diop,,,I. Diop,issa-diop,D,Handball,11,null,true,yellow,card,5441
Mattéo Guendouzi,,,M. Guendouzi,matteo-guendouzi,M,Argument,89,null,true,yellow,card,5442
Ryan Bertrand,,,R. Bertrand,ryan-bertrand,D,Time wasting,81,null,false,yellow,card,5442
Kieran Tierney,,,K. Tierney,kieran-tierney,D,Foul,69,null,true,yellow,card,5442
Nicolas Pépé,,,N. Pépé,nicolas-pepe,F,Foul,65,null,true,yellow,card,5442
Alexandre Lacazette,,,A. Lacazette,alexandre-lacazette,F,Foul,45,2,true,yellow,card,5442
Danny Ings,,,D. Ings,danny-ings,F,Foul,31,null,false,yellow,card,5442
Sokratis,,,Sokratis,sokratis,D,Argument,28,null,true,yellow,card,5442
Lucas Torreira,,,L. Torreira,lucas-torreira,M,Foul,23,null,true,yellow,card,5442
Diego Rico,,,D. Rico,diego-rico,D,Foul,90,null,true,yellow,card,5443
Simon Francis,,,S. Francis,simon-francis,D,Foul,37,null,true,yellowRed,card,5443
Simon Francis,,,S. Francis,simon-francis,D,Foul,21,null,true,yellow,card,5443
Philip Billing,,,P. Billing,philip-billing,M,Foul,17,null,true,yellow,card,5443
Romain Saïss,,,R. Saiss,romain-saiss,D,Foul,4,null,false,yellow,card,5443
Dale Stephens,,,D. Stephens,dale-stephens,M,Off the ball foul,48,null,true,yellow,card,5444
Adam Webster,,,A. Webster,adam-webster,D,Foul,16,null,true,yellow,card,5444
Fabinho,,,Fabinho,fabinho,M,Foul,54,null,false,yellow,card,5445
Séamus Coleman,,,S. Coleman,seamus-coleman,D,Argument,90,3,true,yellow,card,5446
Kenny McLean,,,K. McLean,kenny-mclean,M,Foul,87,null,false,yellow,card,5446
Alexander Tettey,,,A. Tettey,alexander-tettey,M,Time wasting,84,null,false,yellow,card,5446
Max Aarons,,,M. Aarons,max-aarons,D,Argument,81,null,false,yellow,card,5446
Mason Holgate,,,M. Holgate,mason-holgate,D,Argument,81,null,true,yellow,card,5446
Sam Byram,,,S. Byram,sam-byram,D,Time wasting,47,null,false,yellow,card,5446
Christoph Zimmermann,,,C. Zimmermann,christoph-zimmermann,D,Foul,23,null,false,yellow,card,5446
Morgan Schneiderlin,,,M. Schneiderlin,morgan-schneiderlin,M,Handball,20,null,true,yellow,card,5446
Ashley Westwood,,,A. Westwood,ashley-westwood,M,null,60,null,false,yellow,card,5447
James Tarkowski,,,J. Tarkowski,james-tarkowski,D,Foul,45,4,false,yellow,card,5447
Ben Mee,,,B. Mee,ben-mee,D,Argument,30,null,false,yellow,card,5447
Andre Gray,,,A. Gray,andre-gray,F,Foul,25,null,true,yellow,card,5447
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,90,1,true,yellow,card,5448
Jorginho,,,Jorginho,jorginho,M,Foul,61,null,false,yellow,card,5448
Aaron Wan-Bissaka,,,A. Wan-Bissaka,aaron-wan-bissaka,D,Foul,60,null,false,yellow,card,5449
John Lundstram,,,J. Lundstram,john-lundstram,M,Foul,51,null,true,yellow,card,5449
Brandon Williams,,,B. Williams,williams-brandon,D,Foul,50,null,false,yellow,card,5449
Wesley,,,Wesley,wesley,F,Foul,80,null,true,yellow,card,5450
Federico Fernández,,,F. Fernández,federico-fernandez,D,Foul,35,null,false,yellow,card,5450
Javier Manquillo,,,J. Manquillo,javier-manquillo,D,Time wasting,73,null,true,yellow,card,5451
Fernandinho,,,Fernandinho,fernandinho,M,Foul,53,null,false,yellow,card,5451
İlkay Gündoğan,,,İ. Gündoğan,ilkay-gundogan,M,Foul,24,null,false,yellow,card,5451
Dwight McNeil,,,D. McNeil,dwight-mcneil,M,Foul,67,null,true,yellow,card,5452
Phil Bardsley,,,P. Bardsley,phil-bardsley,D,Argument,55,null,true,yellow,card,5452
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Time wasting,90,5,false,yellow,card,5453
Andriy Yarmolenko,,,A. Yarmolenko,andriy-yarmolenko,M,Foul,88,null,false,yellow,card,5453
Pablo Fornals,,,P. Fornals,pablo-fornals,M,Foul,65,null,false,yellow,card,5453
Alisson,,,Alisson,alisson,G,Professional handball,76,null,true,red,card,5454
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Argument,90,null,false,yellow,card,5455
Diego Rico,,,D. Rico,diego-rico,D,Foul,67,null,false,yellow,card,5455
Nathan Redmond,,,N. Redmond,nathan-redmond,M,Foul,48,null,true,yellow,card,5456
Calum Chambers,,,C. Chambers,calum-chambers,D,Foul,66,null,false,yellow,card,5457
Kenny McLean,,,K. McLean,kenny-mclean,M,Foul,44,null,true,yellow,card,5457
Tim Krul,,,T. Krul,tim-krul,G,Argument,26,null,true,yellow,card,5457
John Egan,,,J. Egan,john-egan,D,Foul,90,null,false,yellow,card,5458
Jack O'Connell,,,J. O'Connell,jack-oconnell,D,Foul,63,null,false,yellow,card,5458
George Baldock,,,G. Baldock,george-baldock,M,Foul,54,null,false,yellow,card,5458
John Fleck,,,J. Fleck,john-fleck,M,Foul,42,null,false,yellow,card,5458
Enda Stevens,,,E. Stevens,enda-stevens,M,Foul,15,null,false,yellow,card,5458
Leander Dendoncker,,,L. Dendoncker,leander-dendoncker,M,Foul,3,null,true,yellow,card,5458
Gylfi Sigurðsson,,,G. Sigurðsson,gylfi-sigurdsson,M,Argument,45,2,false,yellow,card,5459
Luke Shaw,,,L. Shaw,luke-shaw,D,Foul,89,null,true,yellow,card,5460
Brandon Williams,,,B. Williams,williams-brandon,D,Foul,62,null,true,yellow,card,5460
Frédéric Guilbert,,,F. Guilbert,frederic-guilbert,D,Foul,45,3,false,yellow,card,5460
Fred,,,Fred,fred,M,Foul,24,null,true,yellow,card,5460
Harry Maguire,,,H. Maguire,harry-maguire,D,Foul,7,null,true,yellow,card,5460
James McArthur,,,J. McArthur,james-mcarthur,M,Foul,85,null,true,yellow,card,5461
Philip Billing,,,P. Billing,philip-billing,M,Foul,78,null,false,yellow,card,5461
James McCarthy,,,J. McCarthy,james-mccarthy,M,Foul,72,null,true,yellow,card,5461
Luka Milivojević,,,L. Milivojević,luka-milivojevic,M,Foul,71,null,true,yellow,card,5461
Jefferson Lerma,,,J. Lerma,jefferson-lerma,M,Foul,68,null,false,yellow,card,5461
Dominic Solanke,,,D. Solanke,dominic-solanke,F,Foul,63,null,false,yellow,card,5461
Mamadou Sakho,,,M. Sakho,mamadou-sakho,D,Foul,19,null,true,red,card,5461
Jeff Hendrick,,,J. Hendrick,jeff-hendrick,M,Foul,86,null,true,yellow,card,5462
Bernardo Silva,,,B. Silva,bernardo-silva,M,Foul,15,null,false,yellow,card,5462
Mateo Kovačić,,,M. Kovačić,mateo-kovacic,M,Foul,81,null,true,yellow,card,5463
Matt Targett,,,M. Targett,matt-targett,D,Foul,64,null,false,yellow,card,5463
Mason Mount,,,M. Mount,mason-mount,M,Foul,45,null,true,yellow,card,5463
Adam Masina,,,A. Masina,adam-masina,D,Foul,90,null,false,yellow,card,5464
Wilfred Ndidi,,,W. Ndidi,wilfred-ndidi,M,Foul,63,null,true,yellow,card,5464
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Time wasting,46,null,false,yellow,card,5464
Çağlar Söyüncü,,,Ç. Söyüncü,caglar-soyuncu,D,Foul,41,null,true,yellow,card,5464
Jamie Vardy,,,J. Vardy,jamie-vardy,F,Simulation,38,null,true,yellow,card,5464
Harry Winks,,,H. Winks,harry-winks,M,Foul,13,null,false,yellow,card,5465
Sam Byram,,,S. Byram,sam-byram,D,Foul,62,null,false,yellow,card,5466
Moussa Djenepo,,,M. Djenepo,moussa-djenepo,M,Foul,59,null,true,yellow,card,5466
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Foul,78,null,false,yellow,card,5467
Declan Rice,,,D. Rice,declan-rice,M,Foul,67,null,false,yellow,card,5467
Diogo Jota,,,D. Jota,diogo-jota,F,Foul,30,null,true,yellow,card,5467
Tom Davies,,,T. Davies,tom-davies,M,Persistent fouling,67,null,false,yellow,card,5468
Richarlison,,,Richarlison,richarlison,F,Foul,31,null,false,yellow,card,5468
Trent Alexander-Arnold,,,T. Alexander-Arnold,trent-alexander-arnold,D,Foul,27,null,true,yellow,card,5468
Luke Freeman,,,L. Freeman,luke-freeman,M,Foul,87,null,true,yellow,card,5469
Billy Sharp,,,B. Sharp,billy-sharp,F,Foul,49,null,true,yellow,card,5469
David Luiz,,,D. Luiz,david-luiz,D,Foul,68,null,true,yellow,card,5470
Pascal Groß,,,P. Groß,pascal-gross,M,Handball,60,null,false,yellow,card,5470
Sokratis,,,Sokratis,sokratis,D,Foul,45,1,true,yellow,card,5470
Héctor Bellerín,,,H. Bellerín,hector-bellerin,D,Foul,20,null,true,yellow,card,5470
Dominic Calvert-Lewin,,,D. Calvert-Lewin,dominic-calvert-lewin,F,Foul,68,null,true,yellow,card,5471
Richarlison,,,Richarlison,richarlison,F,Foul,42,null,true,yellow,card,5471
Lucas Digne,,,L. Digne,lucas-digne,D,Foul,30,null,true,yellow,card,5471
Joe Gomez,,,J. Gomez,joe-gomez,D,Foul,39,null,false,yellow,card,5472
Eric Dier,,,E. Dier,eric-dier,D,Foul,72,null,true,yellow,card,5473
Matthew Lowton,,,M. Lowton,matthew-lowton,D,Off the ball foul,22,null,false,yellow,card,5473
Étienne Capoue,,,É. Capoue,etienne-capoue,M,Foul,90,3,true,yellow,card,5474
Kiko Femenia,,,Kiko,kiko-femenia,D,Foul,87,null,true,yellow,card,5474
James Tomkins,,,J. Tomkins,james-tomkins,D,Foul,72,null,false,yellow,card,5474
Craig Cathcart,,,C. Cathcart,craig-cathcart,D,Foul,40,null,true,yellow,card,5474
Wilfried Zaha,,,W. Zaha,wilfried-zaha,F,Off the ball foul,38,null,false,yellow,card,5474
Abdoulaye Doucouré,,,A. Doucouré,abdoulaye-doucoure,M,Foul,34,null,true,yellow,card,5474
Kyle Walker,,,K. Walker,kyle-walker,D,Foul,90,4,true,yellow,card,5475
Kevin De Bruyne,,,K. D. Bruyne,kevin-de-bruyne,M,Foul,79,null,true,yellow,card,5475
Andreas Pereira,,,A. Pereira,andreas-pereira,M,Foul,74,null,false,yellow,card,5475
David De Gea,,,D. D. Gea,david-de-gea,G,Time wasting,54,null,false,yellow,card,5475
Bernardo Silva,,,B. Silva,bernardo-silva,M,Foul,22,null,true,yellow,card,5475
Jack Grealish,,,J. Grealish,jack-grealish,F,Off the ball foul,90,1,true,yellow,card,5476
John McGinn,,,J. McGinn,john-mcginn,M,Foul,60,null,true,yellow,card,5476
Matt Targett,,,M. Targett,matt-targett,D,Foul,50,null,true,yellow,card,5476
Wesley,,,Wesley,wesley,F,Argument,45,3,true,yellow,card,5476
Ricardo Pereira,,,R. Pereira,ricardo-pereira,D,Persistent fouling,45,1,false,yellow,card,5476
Kelechi Iheanacho,,,K. Iheanacho,kelechi-iheanacho,F,Foul,38,null,false,yellow,card,5476
Marvelous Nakamba,,,M. Nakamba,marvelous-nakamba,M,Foul,36,null,true,yellow,card,5476
Tyrone Mings,,,T. Mings,tyrone-mings,D,Foul,13,null,true,yellow,card,5476
Cédric Soares,,,C. Soares,cedric-soares,D,Foul,67,null,false,yellow,card,5477
Pierre-Emile Højbjerg,,,P. Højbjerg,pierre-emile-hojbjerg,M,Foul,62,null,false,yellow,card,5477
Jonjo Shelvey,,,J. Shelvey,jonjo-shelvey,M,Foul,48,null,true,yellow,card,5477
James Ward-Prowse,,,J. Ward-Prowse,james-ward-prowse,M,Foul,44,null,false,yellow,card,5477
Callum Robinson,,,C. Robinson,callum-robinson,F,Time wasting,90,5,false,yellow,card,5478
Chris Basham,,,C. Basham,chris-basham,D,Foul,74,null,false,yellow,card,5478
Oliver Norwood,,,O. Norwood,oliver-norwood,M,Foul,40,null,false,yellow,card,5478
John Egan,,,J. Egan,john-egan,D,Time wasting,37,null,false,yellow,card,5478
Dale Stephens,,,D. Stephens,dale-stephens,M,Foul,90,2,true,yellow,card,5479
Dan Burn,,,D. Burn,dan-burn,D,Foul,82,null,true,yellow,card,5479
Lewis Dunk,,,L. Dunk,lewis-dunk,D,Foul,75,null,true,yellow,card,5479
Aaron Cresswell,,,A. Cresswell,aaron-cresswell,D,Foul,49,null,true,yellow,card,5480
Robert Snodgrass,,,R. Snodgrass,robert-snodgrass,M,Foul,24,null,true,yellow,card,5480
James Milner,,,J. Milner,james-milner,M,Foul,57,null,true,yellow,card,5481
Jordan Henderson,,,J. Henderson,jordan-henderson,M,Foul,43,null,true,yellow,card,5481
Will Hughes,,,W. Hughes,will-hughes,M,Foul,24,null,false,yellow,card,5481
Andy Carroll,,,A. Carroll,andy-carroll,F,Foul,59,null,false,yellow,card,5482
