HomeScore,AwayScore,PlayerName,PlayerFirstName,PlayerLastName,PlayerShortName,PlayerSlug,PlayerPosition,AssistName,AssistFirstName,AssistLastName,AssistShortName,AssistSlug,AssistPosition,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
2,1,,,S. Agüero,sergio-aguero,F,,,B. Silva,bernardo-silva,M,45,null,false,regular,goal,5367
2,0,,,T. Cantwell,todd-cantwell,M,null,null,T. Pukki,teemu-pukki,F,28,null,true,regular,goal,5367
1,0,null,null,K. McLean,kenny-mclean,M,null,null,E. Buendía,emiliano-buendia,M,18,null,true,regular,goal,5367
3,1,null,null,C. Wilson,callum-wilson,F,null,null,D. Rico,diego-rico,D,72,null,true,regular,goal,5368
2,1,null,null,R. Fraser,ryan-fraser,M,null,null,null,null,null,67,null,true,regular,goal,5368
1,1,null,null,D. Calvert-Lewin,dominic-calvert-lewin,F,,,Richarlison,richarlison,F,44,null,false,regular,goal,5368
1,0,null,null,C. Wilson,callum-wilson,F,null,null,J. King,joshua-king,F,23,null,true,regular,goal,5368
2,2,null,null,R. Pereyra,roberto-pereyra,M,null,null,null,null,null,81,null,true,penalty,goal,5369
1,2,null,null,T. Cleverley,tom-cleverley,M,null,null,G. Deulofeu,gerard-deulofeu,F,53,null,true,regular,goal,5369
0,2,null,null,P. Aubameyang,pierre-emerick-aubameyang,F,,,A. Maitland-Niles,ainsley-maitland-niles,M,32,null,false,regular,goal,5369
0,1,null,null,P. Aubameyang,pierre-emerick-aubameyang,F,,,S. Kolašinac,sead-kolasinac,D,21,null,false,regular,goal,5369
1,3,null,null,C. Wilson,callum-wilson,F,null,null,A. Ramsdale,aaron-ramsdale,G,90,5,false,regular,goal,5371
1,2,,,J. Ward-Prowse,james-ward-prowse,M,null,null,null,null,null,53,null,true,penalty,goal,5371
0,2,,,H. Wilson,harry-wilson,M,null,null,P. Billing,philip-billing,M,35,null,false,regular,goal,5371
0,1,null,null,N. Aké,nathan-ake,D,null,null,D. Rico,diego-rico,D,10,null,false,regular,goal,5371
2,1,null,null,J. Maddison,james-maddison,M,,,H. Choudhury,hamza-choudhury,M,85,null,true,regular,goal,5372
1,1,,,R. Pereira,ricardo-pereira,D,null,null,null,null,null,69,null,true,regular,goal,5372
0,1,null,null,H. Kane,harry-kane,F,null,null,H. M. Son,heung-min-son,F,29,null,false,regular,goal,5372
2,0,null,null,C. Wood,chris-wood,F,,,D. McNeil,dwight-mcneil,M,14,null,true,regular,goal,5373
1,0,null,null,C. Wood,chris-wood,F,null,null,A. Westwood,ashley-westwood,M,10,null,true,regular,goal,5373
0,2,,,L. Mousset,lys-mousset,F,null,null,J. Lundstram,john-lundstram,M,79,null,false,regular,goal,5374
0,1,null,null,Y. Mina,yerry-mina,D,null,null,null,null,null,40,null,false,ownGoal,goal,5374
8,0,,,K. D. Bruyne,kevin-de-bruyne,M,null,null,R. Mahrez,riyad-mahrez,F,85,null,true,regular,goal,5375
7,0,,,B. Silva,bernardo-silva,M,,,K. D. Bruyne,kevin-de-bruyne,M,60,null,true,regular,goal,5375
6,0,,,B. Silva,bernardo-silva,M,null,null,null,null,null,48,null,true,regular,goal,5375
5,0,null,null,N. Otamendi,nicolas-otamendi,D,,,S. Agüero,sergio-aguero,F,18,null,true,regular,goal,5375
4,0,,,B. Silva,bernardo-silva,M,null,null,null,null,null,15,null,true,regular,goal,5375
3,0,null,null,R. Mahrez,riyad-mahrez,F,null,null,null,null,null,12,null,true,regular,goal,5375
2,0,,,S. Agüero,sergio-aguero,F,null,null,null,null,null,7,null,true,penalty,goal,5375
1,0,,,D. Silva,david-silva,M,,,K. D. Bruyne,kevin-de-bruyne,M,1,null,true,regular,goal,5375
1,1,,,D. Jota,diogo-jota,F,null,null,A. Traoré,adama-traore,F,90,5,false,regular,goal,5377
1,0,null,null,L. Dendoncker,leander-dendoncker,M,null,null,null,null,null,46,null,true,ownGoal,goal,5377
2,0,null,null,A. Cresswell,aaron-cresswell,D,null,null,null,null,null,84,null,true,regular,goal,5378
1,0,null,null,A. Yarmolenko,andriy-yarmolenko,M,null,null,F. Anderson,felipe-anderson,M,44,null,true,regular,goal,5378
3,2,null,null,P. Aubameyang,pierre-emerick-aubameyang,F,null,null,null,null,null,84,null,true,regular,goal,5379
2,2,null,null,C. Chambers,calum-chambers,D,null,null,null,null,null,81,null,true,regular,goal,5379
1,2,null,null,Wesley,wesley,F,null,null,J. Grealish,jack-grealish,F,60,null,false,regular,goal,5379
