League , Years ,Round , Home Team , Away Team , HomeScore , Away Score ,ALL Possession Ball possession Home ,ALL Possession Ball possession Away ,ALL Shots Total shots Home ,ALL Shots Total shots Away ,ALL Shots Shots on target Home ,ALL Shots Shots on target Away ,ALL Shots Shots off target Home ,ALL Shots Shots off target Away ,ALL Shots Blocked shots Home ,ALL Shots Blocked shots Away ,ALL TVData Corner kicks Home ,ALL TVData Corner kicks Away ,ALL TVData Offsides Home ,ALL TVData Offsides Away ,ALL TVData Fouls Home ,ALL TVData Fouls Away ,ALL TVData Yellow cards Home ,ALL TVData Yellow cards Away ,ALL TVData Red cards Home ,ALL TVData Red cards Away ,ALL Shots extra Big chances Home ,ALL Shots extra Big chances Away ,ALL Shots extra Big chances missed Home ,ALL Shots extra Big chances missed Away ,ALL Shots extra Hit woodwork Home ,ALL Shots extra Hit woodwork Away ,ALL Shots extra Counter attacks Home ,ALL Shots extra Counter attacks Away ,ALL Shots extra Shots inside box Home ,ALL Shots extra Shots inside box Away ,ALL Shots extra Shots outside box Home ,ALL Shots extra Shots outside box Away ,ALL Shots extra Goalkeeper saves Home ,ALL Shots extra Goalkeeper saves Away ,ALL Passes Passes Home ,ALL Passes Passes Away ,ALL Passes Accurate passes Home ,ALL Passes Accurate passes Away ,ALL Passes Long balls Home ,ALL Passes Long balls Away ,ALL Passes Crosses Home ,ALL Passes Crosses Away ,ALL Duels Dribbles Home ,ALL Duels Dribbles Away ,ALL Duels Possession lost Home ,ALL Duels Possession lost Away ,ALL Duels Duels won Home ,ALL Duels Duels won Away ,ALL Duels Aerials won Home ,ALL Duels Aerials won Away ,ALL Defending Tackles Home ,ALL Defending Tackles Away ,ALL Defending Interceptions Home ,ALL Defending Interceptions Away ,ALL Defending Clearances Home ,ALL Defending Clearances Away ,1ST Possession Ball possession Home ,1ST Possession Ball possession Away ,1ST Shots Total shots Home ,1ST Shots Total shots Away ,1ST Shots Shots on target Home ,1ST Shots Shots on target Away ,1ST Shots Shots off target Home ,1ST Shots Shots off target Away ,1ST Shots Blocked shots Home ,1ST Shots Blocked shots Away ,1ST TVData Corner kicks Home ,1ST TVData Corner kicks Away ,1ST TVData Offsides Home ,1ST TVData Offsides Away ,1ST TVData Yellow cards Home ,1ST TVData Yellow cards Away ,1ST TVData Red cards Home ,1ST TVData Red cards Away ,1ST Shots extra Big chances Home ,1ST Shots extra Big chances Away ,1ST Shots extra Big chances missed Home ,1ST Shots extra Big chances missed Away ,1ST Shots extra Hit woodwork Home ,1ST Shots extra Hit woodwork Away ,1ST Shots extra Counter attacks Home ,1ST Shots extra Counter attacks Away ,1ST Shots extra Shots inside box Home ,1ST Shots extra Shots inside box Away ,1ST Shots extra Shots outside box Home ,1ST Shots extra Shots outside box Away ,1ST Shots extra Goalkeeper saves Home ,1ST Shots extra Goalkeeper saves Away ,1ST Passes Passes Home ,1ST Passes Passes Away ,1ST Passes Accurate passes Home ,1ST Passes Accurate passes Away ,1ST Passes Long balls Home ,1ST Passes Long balls Away ,1ST Passes Crosses Home ,1ST Passes Crosses Away ,1ST Duels Dribbles Home ,1ST Duels Dribbles Away ,1ST Duels Duels won Home ,1ST Duels Duels won Away ,1ST Duels Aerials won Home ,1ST Duels Aerials won Away ,1ST Defending Tackles Home ,1ST Defending Tackles Away ,1ST Defending Interceptions Home ,1ST Defending Interceptions Away ,1ST Defending Clearances Home ,1ST Defending Clearances Away ,2ND Possession Ball possession Home ,2ND Possession Ball possession Away ,2ND Shots Total shots Home ,2ND Shots Total shots Away ,2ND Shots Shots on target Home ,2ND Shots Shots on target Away ,2ND Shots Shots off target Home ,2ND Shots Shots off target Away ,2ND Shots Blocked shots Home ,2ND Shots Blocked shots Away ,2ND TVData Corner kicks Home ,2ND TVData Corner kicks Away ,2ND TVData Offsides Home ,2ND TVData Offsides Away ,2ND TVData Yellow cards Home ,2ND TVData Yellow cards Away ,2ND TVData Red cards Home ,2ND TVData Red cards Away ,2ND Shots extra Big chances Home ,2ND Shots extra Big chances Away ,2ND Shots extra Big chances missed Home ,2ND Shots extra Big chances missed Away ,2ND Shots extra Hit woodwork Home ,2ND Shots extra Hit woodwork Away ,2ND Shots extra Counter attacks Home ,2ND Shots extra Counter attacks Away ,2ND Shots extra Shots inside box Home ,2ND Shots extra Shots inside box Away ,2ND Shots extra Shots outside box Home ,2ND Shots extra Shots outside box Away ,2ND Shots extra Goalkeeper saves Home ,2ND Shots extra Goalkeeper saves Away ,2ND Passes Passes Home ,2ND Passes Passes Away ,2ND Passes Accurate passes Home ,2ND Passes Accurate passes Away ,2ND Passes Long balls Home ,2ND Passes Long balls Away ,2ND Passes Crosses Home ,2ND Passes Crosses Away ,2ND Duels Dribbles Home ,2ND Duels Dribbles Away ,2ND Duels Duels won Home ,2ND Duels Duels won Away ,2ND Duels Aerials won Home ,2ND Duels Aerials won Away ,2ND Defending Tackles Home ,2ND Defending Tackles Away ,2ND Defending Interceptions Home ,2ND Defending Interceptions Away ,2ND Defending Clearances Home ,2ND Defending Clearances Away ,
Premier League ,17/18 ,32 ,Arsenal ,Stoke City ,3 ,0 ,69% ,31% ,24 ,8 ,11 ,2 ,8 ,4 ,5 ,2 ,6 ,5 ,3 ,3 ,9 ,13 ,1 ,2 ,null ,null ,4 ,0 ,2 ,0 ,1 ,1 ,0 ,1 ,17 ,4 ,7 ,4 ,2 ,8 ,647 ,273 ,549 (85%) ,178 (65%) ,null ,null ,null ,null ,null ,null ,143 ,148 ,62 ,53 ,24 ,27 ,null ,null ,null ,null ,null ,null ,68% ,32% ,7 ,5 ,1 ,0 ,4 ,3 ,2 ,2 ,2 ,3 ,1 ,3 ,1 ,0 ,null ,null ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,5 ,3 ,2 ,2 ,0 ,1 ,342 ,157 ,283 (83%) ,99 (63%) ,null ,null ,null ,null ,null ,null ,31 ,35 ,12 ,21 ,null ,null ,null ,null ,null ,null ,71% ,29% ,17 ,3 ,10 ,2 ,4 ,1 ,3 ,0 ,4 ,2 ,2 ,0 ,0 ,2 ,null ,null ,4 ,0 ,2 ,0 ,0 ,1 ,0 ,1 ,12 ,1 ,5 ,2 ,2 ,7 ,305 ,116 ,266 (87%) ,79 (68%) ,null ,null ,null ,null ,null ,null ,31 ,18 ,12 ,6 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,32 ,Chelsea ,Tottenham ,1 ,3 ,48% ,52% ,14 ,12 ,4 ,6 ,7 ,3 ,3 ,3 ,5 ,5 ,4 ,3 ,4 ,11 ,0 ,1 ,null ,null ,1 ,2 ,null ,null ,null ,null ,null ,null ,8 ,6 ,6 ,6 ,3 ,3 ,494 ,528 ,384 (78%) ,435 (82%) ,null ,null ,null ,null ,null ,null ,172 ,157 ,61 ,47 ,13 ,13 ,null ,null ,null ,null ,null ,null ,41% ,59% ,7 ,6 ,4 ,2 ,1 ,3 ,2 ,1 ,0 ,2 ,3 ,2 ,0 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,1 ,4 ,5 ,1 ,3 ,223 ,315 ,159 (71%) ,266 (84%) ,null ,null ,null ,null ,null ,null ,28 ,23 ,7 ,6 ,null ,null ,null ,null ,null ,null ,56% ,44% ,7 ,6 ,0 ,4 ,6 ,0 ,1 ,2 ,5 ,3 ,1 ,1 ,0 ,1 ,null ,null ,0 ,2 ,null ,null ,null ,null ,null ,null ,5 ,5 ,2 ,1 ,2 ,0 ,271 ,213 ,225 (83%) ,169 (79%) ,null ,null ,null ,null ,null ,null ,33 ,24 ,6 ,7 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Everton ,Liverpool ,0 ,0 ,38% ,62% ,6 ,10 ,1 ,3 ,4 ,4 ,1 ,3 ,3 ,2 ,4 ,1 ,12 ,7 ,null ,null ,null ,null ,1 ,1 ,1 ,1 ,null ,null ,null ,null ,3 ,4 ,3 ,6 ,4 ,1 ,359 ,588 ,245 (68%) ,472 (80%) ,null ,null ,null ,null ,null ,null ,163 ,177 ,52 ,55 ,25 ,23 ,null ,null ,null ,null ,null ,null ,34% ,66% ,3 ,7 ,1 ,3 ,2 ,3 ,0 ,1 ,2 ,2 ,2 ,0 ,null ,null ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,0 ,3 ,3 ,4 ,4 ,1 ,166 ,322 ,116 (70%) ,277 (86%) ,null ,null ,null ,null ,null ,null ,16 ,26 ,6 ,8 ,null ,null ,null ,null ,null ,null ,42% ,58% ,3 ,3 ,0 ,0 ,2 ,1 ,1 ,2 ,1 ,0 ,2 ,1 ,null ,null ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,null ,null ,3 ,1 ,0 ,2 ,0 ,0 ,193 ,266 ,129 (67%) ,195 (73%) ,null ,null ,null ,null ,null ,null ,36 ,29 ,19 ,15 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Bournemouth ,Crystal Palace ,2 ,2 ,52% ,48% ,21 ,13 ,5 ,6 ,12 ,3 ,4 ,4 ,11 ,3 ,3 ,1 ,8 ,9 ,2 ,2 ,null ,null ,2 ,1 ,1 ,1 ,null ,null ,0 ,2 ,15 ,7 ,6 ,6 ,4 ,3 ,472 ,445 ,380 (81%) ,355 (80%) ,null ,null ,null ,null ,null ,null ,152 ,132 ,41 ,50 ,18 ,17 ,null ,null ,null ,null ,null ,null ,50% ,50% ,12 ,4 ,0 ,0 ,8 ,1 ,4 ,3 ,4 ,3 ,2 ,0 ,0 ,0 ,null ,null ,1 ,0 ,1 ,0 ,null ,null ,0 ,0 ,11 ,2 ,1 ,2 ,0 ,0 ,243 ,240 ,200 (82%) ,198 (83%) ,null ,null ,null ,null ,null ,null ,21 ,21 ,9 ,7 ,null ,null ,null ,null ,null ,null ,54% ,46% ,9 ,9 ,5 ,6 ,4 ,2 ,0 ,1 ,7 ,0 ,1 ,1 ,2 ,2 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,0 ,2 ,4 ,5 ,5 ,4 ,4 ,3 ,229 ,205 ,180 (79%) ,157 (77%) ,null ,null ,null ,null ,null ,null ,20 ,29 ,9 ,10 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Brighton & Hove Albion ,Huddersfield Town ,1 ,1 ,40% ,60% ,13 ,15 ,4 ,5 ,6 ,5 ,3 ,5 ,5 ,3 ,3 ,3 ,13 ,7 ,1 ,0 ,1 ,0 ,4 ,1 ,4 ,0 ,1 ,0 ,null ,null ,9 ,8 ,5 ,7 ,4 ,4 ,360 ,525 ,234 (65%) ,412 (78%) ,null ,null ,null ,null ,null ,null ,176 ,173 ,67 ,74 ,34 ,34 ,null ,null ,null ,null ,null ,null ,46% ,54% ,5 ,7 ,2 ,3 ,2 ,0 ,1 ,4 ,2 ,2 ,2 ,3 ,0 ,0 ,0 ,0 ,2 ,1 ,2 ,0 ,1 ,0 ,null ,null ,4 ,4 ,2 ,3 ,2 ,2 ,198 ,232 ,130 (66%) ,175 (75%) ,null ,null ,null ,null ,null ,null ,37 ,24 ,23 ,10 ,null ,null ,null ,null ,null ,null ,35% ,65% ,8 ,8 ,2 ,2 ,4 ,5 ,2 ,1 ,3 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,null ,null ,5 ,4 ,3 ,4 ,2 ,2 ,162 ,293 ,104 (64%) ,237 (81%) ,null ,null ,null ,null ,null ,null ,30 ,50 ,11 ,24 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Leicester City ,Newcastle United ,1 ,2 ,66% ,34% ,8 ,8 ,1 ,4 ,5 ,3 ,2 ,1 ,7 ,5 ,3 ,3 ,7 ,14 ,1 ,3 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,2 ,2 ,6 ,2 ,0 ,518 ,272 ,413 (80%) ,162 (60%) ,null ,null ,null ,null ,null ,null ,167 ,154 ,63 ,48 ,31 ,24 ,null ,null ,null ,null ,null ,null ,64% ,36% ,3 ,3 ,0 ,3 ,3 ,0 ,0 ,0 ,4 ,3 ,0 ,2 ,1 ,1 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,2 ,2 ,1 ,1 ,2 ,0 ,252 ,141 ,207 (82%) ,96 (68%) ,null ,null ,null ,null ,null ,null ,25 ,24 ,11 ,13 ,null ,null ,null ,null ,null ,null ,68% ,32% ,5 ,5 ,1 ,1 ,2 ,3 ,2 ,1 ,3 ,2 ,3 ,1 ,0 ,2 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,4 ,0 ,1 ,5 ,0 ,0 ,266 ,131 ,206 (77%) ,66 (50%) ,null ,null ,null ,null ,null ,null ,38 ,24 ,20 ,11 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Stoke City ,Tottenham ,1 ,2 ,33% ,67% ,10 ,15 ,4 ,4 ,5 ,5 ,1 ,6 ,6 ,3 ,2 ,3 ,19 ,8 ,4 ,3 ,null ,null ,2 ,3 ,1 ,1 ,1 ,0 ,null ,null ,6 ,9 ,4 ,6 ,2 ,3 ,263 ,550 ,159 (60%) ,454 (83%) ,null ,null ,null ,null ,null ,null ,152 ,153 ,53 ,73 ,13 ,22 ,null ,null ,null ,null ,null ,null ,28% ,72% ,2 ,5 ,0 ,1 ,2 ,2 ,0 ,2 ,2 ,1 ,1 ,3 ,1 ,0 ,null ,null ,1 ,1 ,1 ,1 ,0 ,0 ,null ,null ,1 ,3 ,1 ,2 ,1 ,0 ,117 ,298 ,71 (61%) ,249 (84%) ,null ,null ,null ,null ,null ,null ,21 ,36 ,4 ,11 ,null ,null ,null ,null ,null ,null ,38% ,62% ,8 ,10 ,4 ,3 ,3 ,3 ,1 ,4 ,4 ,2 ,1 ,0 ,3 ,3 ,null ,null ,1 ,2 ,0 ,0 ,1 ,0 ,null ,null ,5 ,6 ,3 ,4 ,1 ,3 ,146 ,252 ,88 (60%) ,205 (81%) ,null ,null ,null ,null ,null ,null ,32 ,37 ,9 ,11 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Watford ,Burnley ,1 ,2 ,60% ,40% ,14 ,7 ,5 ,4 ,4 ,2 ,5 ,1 ,11 ,1 ,3 ,2 ,18 ,12 ,2 ,2 ,null ,null ,3 ,2 ,2 ,0 ,null ,null ,null ,null ,8 ,6 ,6 ,1 ,2 ,4 ,435 ,292 ,319 (73%) ,179 (61%) ,null ,null ,null ,null ,null ,null ,188 ,151 ,62 ,66 ,31 ,32 ,null ,null ,null ,null ,null ,null ,60% ,40% ,8 ,2 ,3 ,0 ,3 ,1 ,2 ,1 ,7 ,0 ,1 ,2 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,null ,null ,null ,null ,5 ,2 ,3 ,0 ,0 ,3 ,212 ,143 ,157 (74%) ,92 (64%) ,null ,null ,null ,null ,null ,null ,27 ,28 ,15 ,14 ,null ,null ,null ,null ,null ,null ,60% ,40% ,6 ,5 ,2 ,4 ,1 ,1 ,3 ,0 ,4 ,1 ,2 ,0 ,2 ,1 ,null ,null ,3 ,2 ,2 ,0 ,null ,null ,null ,null ,3 ,4 ,3 ,1 ,2 ,1 ,223 ,149 ,162 (73%) ,87 (58%) ,null ,null ,null ,null ,null ,null ,35 ,38 ,16 ,18 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,West Bromwich Albion ,Swansea City ,1 ,1 ,51% ,49% ,15 ,7 ,3 ,1 ,4 ,5 ,8 ,1 ,5 ,1 ,6 ,1 ,15 ,5 ,3 ,2 ,null ,null ,1 ,1 ,0 ,1 ,null ,null ,null ,null ,7 ,4 ,8 ,3 ,0 ,2 ,479 ,452 ,395 (82%) ,357 (79%) ,null ,null ,null ,null ,null ,null ,140 ,136 ,49 ,60 ,19 ,23 ,null ,null ,null ,null ,null ,null ,57% ,43% ,7 ,3 ,2 ,0 ,2 ,2 ,3 ,1 ,2 ,0 ,3 ,0 ,0 ,0 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,null ,null ,3 ,1 ,4 ,2 ,0 ,2 ,280 ,210 ,237 (85%) ,160 (76%) ,null ,null ,null ,null ,null ,null ,19 ,32 ,9 ,11 ,null ,null ,null ,null ,null ,null ,45% ,55% ,8 ,4 ,1 ,1 ,2 ,3 ,5 ,0 ,3 ,1 ,3 ,1 ,3 ,2 ,null ,null ,1 ,0 ,0 ,0 ,null ,null ,null ,null ,4 ,3 ,4 ,1 ,0 ,0 ,199 ,242 ,158 (79%) ,197 (81%) ,null ,null ,null ,null ,null ,null ,30 ,28 ,10 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Manchester City ,Manchester United ,2 ,3 ,64% ,36% ,20 ,5 ,6 ,4 ,9 ,1 ,5 ,0 ,8 ,4 ,0 ,2 ,17 ,9 ,6 ,3 ,null ,null ,5 ,3 ,4 ,0 ,2 ,0 ,null ,null ,15 ,3 ,5 ,2 ,1 ,4 ,596 ,318 ,516 (87%) ,244 (77%) ,null ,null ,null ,null ,null ,null ,118 ,119 ,40 ,54 ,10 ,10 ,null ,null ,null ,null ,null ,null ,66% ,34% ,9 ,0 ,5 ,0 ,4 ,0 ,0 ,0 ,2 ,1 ,0 ,2 ,0 ,2 ,null ,null ,4 ,0 ,3 ,0 ,0 ,0 ,null ,null ,7 ,0 ,2 ,0 ,0 ,3 ,352 ,179 ,312 (89%) ,137 (77%) ,null ,null ,null ,null ,null ,null ,16 ,23 ,2 ,3 ,null ,null ,null ,null ,null ,null ,63% ,37% ,11 ,5 ,1 ,4 ,5 ,1 ,5 ,0 ,6 ,3 ,0 ,0 ,6 ,1 ,null ,null ,1 ,3 ,1 ,0 ,2 ,0 ,null ,null ,8 ,3 ,3 ,2 ,1 ,1 ,244 ,139 ,204 (84%) ,107 (77%) ,null ,null ,null ,null ,null ,null ,24 ,31 ,8 ,7 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Arsenal ,Southampton ,3 ,2 ,64% ,36% ,13 ,15 ,7 ,8 ,4 ,4 ,2 ,3 ,8 ,6 ,1 ,2 ,11 ,7 ,2 ,1 ,1 ,1 ,2 ,3 ,1 ,1 ,null ,null ,null ,null ,7 ,10 ,6 ,5 ,5 ,4 ,699 ,370 ,597 (85%) ,266 (72%) ,null ,null ,null ,null ,null ,null ,150 ,155 ,44 ,50 ,23 ,23 ,null ,null ,null ,null ,null ,null ,73% ,27% ,7 ,5 ,3 ,2 ,3 ,2 ,1 ,1 ,5 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,null ,null ,null ,null ,4 ,3 ,3 ,2 ,0 ,1 ,435 ,160 ,392 (90%) ,110 (69%) ,null ,null ,null ,null ,null ,null ,16 ,17 ,8 ,9 ,null ,null ,null ,null ,null ,null ,54% ,46% ,6 ,10 ,4 ,6 ,1 ,2 ,1 ,2 ,3 ,5 ,0 ,1 ,2 ,1 ,1 ,1 ,2 ,1 ,1 ,0 ,null ,null ,null ,null ,3 ,7 ,3 ,3 ,5 ,3 ,264 ,210 ,205 (78%) ,156 (74%) ,null ,null ,null ,null ,null ,null ,28 ,33 ,15 ,14 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,33 ,Chelsea ,West Ham United ,1 ,1 ,59% ,41% ,23 ,5 ,6 ,2 ,11 ,0 ,6 ,3 ,10 ,6 ,2 ,2 ,7 ,11 ,0 ,1 ,null ,null ,2 ,0 ,1 ,0 ,1 ,0 ,null ,null ,15 ,3 ,8 ,2 ,1 ,5 ,594 ,409 ,504 (85%) ,308 (75%) ,null ,null ,null ,null ,null ,null ,151 ,146 ,65 ,38 ,27 ,7 ,null ,null ,null ,null ,null ,null ,63% ,37% ,9 ,1 ,2 ,0 ,5 ,0 ,2 ,1 ,5 ,3 ,1 ,2 ,0 ,0 ,null ,null ,2 ,0 ,1 ,0 ,0 ,0 ,null ,null ,5 ,1 ,4 ,0 ,0 ,1 ,334 ,193 ,275 (82%) ,143 (74%) ,null ,null ,null ,null ,null ,null ,29 ,15 ,13 ,3 ,null ,null ,null ,null ,null ,null ,55% ,45% ,14 ,4 ,4 ,2 ,6 ,0 ,4 ,2 ,5 ,3 ,1 ,0 ,0 ,1 ,null ,null ,0 ,0 ,0 ,0 ,1 ,0 ,null ,null ,10 ,2 ,4 ,2 ,1 ,4 ,260 ,216 ,229 (88%) ,165 (76%) ,null ,null ,null ,null ,null ,null ,36 ,23 ,14 ,4 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,34 ,Southampton ,Chelsea ,2 ,3 ,42% ,58% ,10 ,17 ,7 ,5 ,2 ,4 ,1 ,8 ,4 ,7 ,1 ,2 ,13 ,14 ,5 ,3 ,null ,null ,2 ,0 ,null ,null ,null ,null ,2 ,0 ,8 ,8 ,2 ,9 ,2 ,5 ,377 ,518 ,277 (73%) ,420 (81%) ,null ,null ,null ,null ,null ,null ,144 ,154 ,45 ,61 ,12 ,23 ,null ,null ,null ,null ,null ,null ,41% ,59% ,5 ,7 ,3 ,0 ,2 ,3 ,0 ,4 ,0 ,5 ,0 ,0 ,2 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,1 ,0 ,3 ,3 ,2 ,4 ,0 ,2 ,211 ,294 ,161 (76%) ,245 (83%) ,null ,null ,null ,null ,null ,null ,22 ,25 ,4 ,5 ,null ,null ,null ,null ,null ,null ,42% ,58% ,5 ,10 ,4 ,5 ,0 ,1 ,1 ,4 ,4 ,2 ,1 ,2 ,3 ,3 ,null ,null ,1 ,0 ,null ,null ,null ,null ,1 ,0 ,5 ,5 ,0 ,5 ,2 ,3 ,166 ,224 ,116 (70%) ,175 (78%) ,null ,null ,null ,null ,null ,null ,23 ,36 ,8 ,18 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,34 ,Burnley ,Leicester City ,2 ,1 ,38% ,62% ,8 ,15 ,3 ,6 ,2 ,4 ,3 ,5 ,4 ,8 ,0 ,1 ,9 ,10 ,2 ,1 ,null ,null ,3 ,4 ,1 ,3 ,null ,null ,0 ,3 ,5 ,9 ,3 ,6 ,5 ,1 ,292 ,449 ,171 (59%) ,325 (72%) ,null ,null ,null ,null ,null ,null ,166 ,179 ,58 ,56 ,28 ,27 ,null ,null ,null ,null ,null ,null ,43% ,57% ,3 ,5 ,3 ,3 ,0 ,2 ,0 ,0 ,2 ,3 ,0 ,1 ,0 ,0 ,null ,null ,3 ,2 ,1 ,2 ,null ,null ,0 ,1 ,3 ,4 ,0 ,1 ,3 ,1 ,188 ,237 ,120 (64%) ,176 (74%) ,null ,null ,null ,null ,null ,null ,22 ,28 ,10 ,10 ,null ,null ,null ,null ,null ,null ,32% ,68% ,5 ,10 ,0 ,3 ,2 ,2 ,3 ,5 ,2 ,5 ,0 ,0 ,2 ,1 ,null ,null ,0 ,2 ,0 ,1 ,null ,null ,0 ,2 ,2 ,5 ,3 ,5 ,2 ,0 ,104 ,212 ,51 (49%) ,149 (70%) ,null ,null ,null ,null ,null ,null ,36 ,28 ,18 ,17 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,34 ,Crystal Palace ,Brighton & Hove Albion ,3 ,2 ,50% ,50% ,15 ,12 ,8 ,3 ,2 ,6 ,5 ,3 ,5 ,6 ,3 ,1 ,12 ,16 ,3 ,2 ,null ,null ,3 ,2 ,1 ,1 ,null ,null ,1 ,0 ,7 ,10 ,8 ,2 ,1 ,4 ,367 ,347 ,282 (77%) ,249 (72%) ,null ,null ,null ,null ,null ,null ,137 ,155 ,58 ,52 ,19 ,20 ,null ,null ,null ,null ,null ,null ,57% ,43% ,11 ,6 ,8 ,2 ,0 ,2 ,3 ,2 ,4 ,1 ,3 ,1 ,1 ,1 ,null ,null ,3 ,1 ,1 ,0 ,null ,null ,0 ,0 ,6 ,5 ,5 ,1 ,0 ,4 ,220 ,161 ,176 (80%) ,110 (68%) ,null ,null ,null ,null ,null ,null ,31 ,33 ,9 ,11 ,null ,null ,null ,null ,null ,null ,42% ,58% ,4 ,6 ,0 ,1 ,2 ,4 ,2 ,1 ,1 ,5 ,0 ,0 ,2 ,1 ,null ,null ,0 ,1 ,0 ,1 ,null ,null ,1 ,0 ,1 ,5 ,3 ,1 ,1 ,0 ,147 ,186 ,106 (72%) ,139 (75%) ,null ,null ,null ,null ,null ,null ,27 ,19 ,10 ,9 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,34 ,Huddersfield Town ,Watford ,1 ,0 ,48% ,52% ,9 ,4 ,1 ,2 ,3 ,0 ,5 ,2 ,9 ,6 ,2 ,1 ,9 ,8 ,2 ,2 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,6 ,2 ,3 ,2 ,2 ,0 ,365 ,405 ,254 (70%) ,294 (73%) ,null ,null ,null ,null ,null ,null ,178 ,161 ,49 ,52 ,21 ,19 ,null ,null ,null ,null ,null ,null ,52% ,48% ,4 ,3 ,0 ,2 ,1 ,0 ,3 ,1 ,6 ,3 ,1 ,1 ,1 ,2 ,null ,null ,0 ,0 ,null ,null ,null ,null ,null ,null ,3 ,2 ,1 ,1 ,2 ,0 ,191 ,188 ,132 (69%) ,138 (73%) ,null ,null ,null ,null ,null ,null ,28 ,21 ,13 ,7 ,null ,null ,null ,null ,null ,null ,45% ,55% ,5 ,1 ,1 ,0 ,2 ,0 ,2 ,1 ,3 ,3 ,1 ,0 ,1 ,0 ,null ,null ,1 ,0 ,null ,null ,null ,null ,null ,null ,3 ,0 ,2 ,1 ,0 ,0 ,174 ,217 ,122 (70%) ,156 (72%) ,null ,null ,null ,null ,null ,null ,21 ,31 ,8 ,12 ,null ,null ,null ,null ,null ,null ,
Premier League ,17/18 ,34 ,Swansea City ,Everton ,1 ,1 ,50% ,50% ,17 ,12 ,7 ,3 ,5 ,5 ,5 ,4 ,6 ,3 ,1 ,0 ,10 ,11 ,1 ,1 ,null ,null ,1 ,2 ,1 ,2 ,0 ,1 ,null ,null ,12 ,10 ,5 ,3 ,3 ,4 ,447 ,437 ,336 (75%) ,331 (76%) ,null ,null ,null ,null ,null ,null ,169 ,157 ,67 ,63 ,28 ,33 ,null ,null ,null ,null ,null ,null ,49% ,51% ,8 ,6 ,3 ,3 ,2 ,1 ,3 ,2 ,2 ,1 ,0 ,0 ,0 ,0 ,null ,null ,1 ,1 ,1 ,1 ,0 ,0 ,null ,null ,5 ,6 ,3 ,1 ,3 ,2 ,255 ,260 ,201 (79%) ,208 (80%) ,null ,null ,null ,null ,null ,null ,31 ,21 ,9 ,14 ,null ,null ,null ,null ,null ,null ,52% ,48% ,9 ,6 ,4 ,0 ,3 ,4 ,2 ,2 ,4 ,2 ,1 ,0 ,1 ,1 ,null ,null ,0 ,1 ,0 ,1 ,0 ,1 ,null ,null ,7 ,4 ,2 ,2 ,0 ,2 ,192 ,177 ,135 (70%) ,123 (69%) ,null ,null ,null ,null ,null ,null ,36 ,42 ,19 ,19 ,null ,null ,null ,null ,null ,null ,
