League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,09/10 ,29 ,Manchester City ,Tottenham ,null ,null , the game is cancaled 0  with id 1062749 at round 29
Premier League ,09/10 ,29 ,Arsenal ,Burnley ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Aston Villa ,Sunderland ,null ,null , the game is cancaled 2  with id 1062745 at round 29
Premier League ,09/10 ,29 ,West Ham United ,Bolton Wanderers ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Wolverhampton ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Everton ,Hull City ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Wigan Athletic ,Liverpool ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Aston Villa ,Sunderland ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Portsmouth ,Chelsea ,0 ,5 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Blackburn Rovers ,Birmingham City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Fulham ,Stoke City ,null ,null , the game is cancaled 10  with id 1062748 at round 29
Premier League ,09/10 ,29 ,Fulham ,Stoke City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,29 ,Manchester City ,Tottenham ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Tottenham ,Blackburn Rovers ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Birmingham City ,Everton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Bolton Wanderers ,Wigan Athletic ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Burnley ,Wolverhampton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Chelsea ,West Ham United ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Stoke City ,Aston Villa ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Hull City ,Arsenal ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Manchester United ,Fulham ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Sunderland ,Manchester City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,30 ,Liverpool ,Portsmouth ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Aston Villa ,Wolverhampton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Everton ,Bolton Wanderers ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Portsmouth ,Hull City ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Stoke City ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Sunderland ,Birmingham City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Wigan Athletic ,Burnley ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Arsenal ,West Ham United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Manchester United ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Fulham ,Manchester City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,31 ,Blackburn Rovers ,Chelsea ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Birmingham City ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Chelsea ,Aston Villa ,7 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Hull City ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Tottenham ,Portsmouth ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,West Ham United ,Stoke City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Wolverhampton ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Bolton Wanderers ,Manchester United ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Burnley ,Blackburn Rovers ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Liverpool ,Sunderland ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,32 ,Manchester City ,Wigan Athletic ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Manchester United ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Arsenal ,Wolverhampton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Bolton Wanderers ,Aston Villa ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Portsmouth ,Blackburn Rovers ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Stoke City ,Hull City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Sunderland ,Tottenham ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Burnley ,Manchester City ,1 ,6 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Birmingham City ,Liverpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Fulham ,Wigan Athletic ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,33 ,Everton ,West Ham United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Hull City ,Burnley ,1 ,4 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,West Ham United ,Sunderland ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Wolverhampton ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Blackburn Rovers ,Manchester United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Liverpool ,Fulham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Manchester City ,Birmingham City ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Chelsea ,Bolton Wanderers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Aston Villa ,Everton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Wigan Athletic ,Portsmouth ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,34 ,Tottenham ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Manchester City ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Birmingham City ,Hull City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Blackburn Rovers ,Everton ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Fulham ,Wolverhampton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Stoke City ,Bolton Wanderers ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Sunderland ,Burnley ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Tottenham ,Chelsea ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Wigan Athletic ,Arsenal ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Portsmouth ,Aston Villa ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,35 ,Liverpool ,West Ham United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Manchester United ,Tottenham ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Bolton Wanderers ,Portsmouth ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Hull City ,Sunderland ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,West Ham United ,Wigan Athletic ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Wolverhampton ,Blackburn Rovers ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Arsenal ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Aston Villa ,Birmingham City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Burnley ,Liverpool ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Everton ,Fulham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,36 ,Chelsea ,Stoke City ,7 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Birmingham City ,Burnley ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Manchester City ,Aston Villa ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Portsmouth ,Wolverhampton ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Stoke City ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Tottenham ,Bolton Wanderers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Liverpool ,Chelsea ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Fulham ,West Ham United ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Sunderland ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Wigan Athletic ,Hull City ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,37 ,Blackburn Rovers ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Arsenal ,Fulham ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Aston Villa ,Blackburn Rovers ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Bolton Wanderers ,Birmingham City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Burnley ,Tottenham ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Chelsea ,Wigan Athletic ,8 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Everton ,Portsmouth ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Hull City ,Liverpool ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Manchester United ,Stoke City ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,West Ham United ,Manchester City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,09/10 ,38 ,Wolverhampton ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
