PlayerInFirstName,playerInLastName,PlayerInShortName,PlayerInSlug,playerInPosition,PlayerOutFirstName,PlayerOutLastName,PlayerOutShortName,PlayerOutSlug,PlayerOutPosition,Injury,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
null,null,Anderson,anderson,M,null,null,T. Cleverley,tom-cleverley,M,null,69,null,true,null,substitution,3181
null,null,W. Zaha,wilfried-zaha,F,null,null,Nani,nani,M,null,68,null,true,null,substitution,3181
null,null,H. B. Arfa,hatem-ben-arfa,M,null,null,Y. Gouffran,yoan-gouffran,M,null,57,null,false,null,substitution,3181
null,null,S. O'Keefe,stuart-okeefe,M,null,null,B. Bannan,barry-bannan,M,null,84,null,true,null,substitution,3182
null,null,A. Cornelius,andreas-cornelius,F,null,null,F. Campbell,fraizer-campbell,F,null,68,null,false,null,substitution,3182
null,null,P. Odemwingie,peter-odemwingie,F,null,null,B. K. Kim,bo-kyung-kim,M,null,60,null,false,null,substitution,3182
null,null,C. Noone,craig-noone,F,null,null,D. Cowie,don-cowie,M,null,45,null,false,null,substitution,3182
null,null,A. Mariappa,adrian-mariappa,D,null,null,D. Moxey,dean-moxey,D,null,25,null,true,null,substitution,3182
null,null,M. Taylor,matthew-taylor,D,null,null,M. Jarvis,matt-jarvis,M,null,84,null,false,null,substitution,3183
null,null,M. Kelly,martin-kelly,D,null,null,J. Flanagan,jon-flanagan,D,null,79,null,true,null,substitution,3183
null,null,V. Moses,victor-moses,M,null,null,R. Sterling,raheem-sterling,F,null,72,null,true,null,substitution,3183
null,null,J. O'Brien,joey-obrien,M,null,null,J. Tomkins,james-tomkins,D,null,56,null,false,null,substitution,3183
null,null,L. Leiva,lucas-leiva,M,null,null,S. Gerrard,steven-gerrard,M,null,56,null,true,null,substitution,3183
null,null,J. Cole,joe-cole,M,null,null,S. Downing,stewart-downing,M,null,46,null,false,null,substitution,3183
null,null,H. Reed,harrison-reed,M,null,null,S. Davis,steven-davis,M,null,90,null,true,null,substitution,3184
null,null,G. Ramírez,gaston-ramirez,M,null,null,A. Lallana,adam-lallana,M,null,85,null,true,null,substitution,3184
null,null,E. Džeko,edin-dzeko,F,null,null,Y. Touré,yaya-toure,M,null,79,null,false,null,substitution,3184
null,null,R. Lambert,rickie-lambert,F,null,null,P. D. Osvaldo,pablo-daniel-osvaldo,F,null,77,null,true,null,substitution,3184
null,null,J. García,javi-garcia,M,null,null,J. Milner,james-milner,M,null,62,null,false,null,substitution,3184
null,null,J. Navas,jesus-navas,D,null,null,Á. Negredo,alvaro-negredo,F,null,62,null,false,null,substitution,3184
null,null,W. Palacios,wilson-palacios,M,null,null,G. Whelan,glenn-whelan,M,null,86,null,true,null,substitution,3185
null,null,O. Assaidi,oussama-assaidi,F,null,null,J. Walters,jonathan-walters,F,null,84,null,true,null,substitution,3185
null,null,F. Lampard,frank-lampard,M,null,null,J. O. Mikel,john-mikel-obi,M,null,70,null,false,null,substitution,3185
null,null,S. Eto'o,samuel-etoo,F,null,null,A. Schürrle,andre-schurrle,F,null,70,null,false,null,substitution,3185
null,null,D. Ba,demba-ba,F,null,null,F. Torres,fernando-torres,F,null,59,null,false,null,substitution,3185
null,null,S. Ireland,stephen-ireland,M,null,null,C. Adam,charlie-adam,M,null,18,null,true,null,substitution,3185
null,null,L. Becchio,luciano-becchio,F,null,null,G. Hooper,gary-hooper,F,null,90,null,false,null,substitution,3186
null,null,R. Martin,russell-martin,D,null,null,S. Whittaker,steven-whittaker,D,null,90,null,false,null,substitution,3186
null,null,M. Vydra,matej-vydra,F,null,null,V. Anichebe,victor-anichebe,F,null,81,null,true,null,substitution,3186
null,null,J. Murphy,josh-murphy,M,null,null,J. Elmander,johan-elmander,F,null,76,null,false,null,substitution,3186
null,null,S. Berahino,saido-berahino,F,null,null,M. Amalfitano,morgan-amalfitano,M,null,45,null,true,null,substitution,3186
null,null,S. Long,shane-long,F,null,null,L. Ridgewell,liam-ridgewell,D,null,45,null,true,null,substitution,3186
null,null,G. Sigurðsson,gylfi-sigurdsson,M,null,null,N. Chadli,nacer-chadli,M,null,84,null,false,null,substitution,3187
null,null,A. Townsend,andros-townsend,M,null,null,L. Holtby,lewis-holtby,M,null,79,null,false,null,substitution,3187
null,null,E. Giaccherini,emanuele-giaccherini,M,null,null,O. Čelůstka,ondrej-celustka,D,null,77,null,true,null,substitution,3187
null,null,Sandro,sandro,M,null,null,M. Dembélé,mousa-dembele,M,null,73,null,false,null,substitution,3187
null,null,L. Cattermole,lee-cattermole,M,null,null,J. Colback,jack-colback,M,null,67,null,true,null,substitution,3187
null,null,F. Borini,fabio-borini,F,null,null,A. Johnson,adam-johnson,F,null,67,null,true,null,substitution,3187
null,null,M. Albrighton,marc-albrighton,M,null,null,A. Weimann,andreas-weimann,M,null,81,null,false,null,substitution,3188
null,null,M. Lowton,matthew-lowton,D,null,null,C. Herd,chris-herd,M,null,81,null,false,null,substitution,3188
null,null,D. Duff,damien-duff,M,null,null,A. Kačaniklić,alexander-kacaniklic,M,null,77,null,true,null,substitution,3188
null,null,P. Kasami,pajtim-kasami,M,null,null,G. Karagounis,georgios-karagounis,M,null,73,null,true,null,substitution,3188
null,null,A. Tonev,aleksandar-tonev,M,null,null,K. E. Ahmadi,karim-el-ahmadi,M,null,45,null,false,null,substitution,3188
null,null,S. Naismith,steven-naismith,F,null,null,R. Barkley,ross-barkley,M,null,90,null,false,null,substitution,3189
null,null,G. Deulofeu,gerard-deulofeu,F,null,null,K. Mirallas,kevin-mirallas,M,null,79,null,false,null,substitution,3189
null,null,L. Osman,leon-osman,M,null,null,S. Pienaar,steven-pienaar,M,null,71,null,false,null,substitution,3189
null,null,M. Flamini,mathieu-flamini,M,null,null,A. Ramsey,aaron-ramsey,M,null,68,null,true,null,substitution,3189
null,null,T. Rosický,tomas-rosicky,M,null,null,J. Wilshere,jack-wilshere,M,null,68,null,true,null,substitution,3189
null,null,T. Walcott,theo-walcott,M,null,null,S. Cazorla,santi-cazorla,M,null,68,null,true,null,substitution,3189
null,null,W. Routledge,wayne-routledge,M,null,null,P. Hernández,pablo-hernandez,M,null,67,null,true,null,substitution,3190
null,null,R. Koren,robert-koren,M,null,null,D. Graham,danny-graham,F,null,64,null,false,null,substitution,3190
null,null,A. Pozuelo,alejandro-pozuelo,F,null,null,J. d. Guzmán,jonathan-de-guzman,M,null,56,null,true,null,substitution,3190
null,null,J. García,javi-garcia,M,null,null,S. Nasri,samir-nasri,M,null,90,null,true,null,substitution,3191
null,null,N. Bendtner,nicklas-bendtner,F,null,null,O. Giroud,olivier-giroud,F,null,76,null,false,null,substitution,3191
null,null,S. Gnabry,serge-gnabry,M,null,null,M. Flamini,mathieu-flamini,M,null,72,null,false,null,substitution,3191
null,null,J. Milner,james-milner,M,null,null,D. Silva,david-silva,M,null,71,null,true,null,substitution,3191
null,null,J. Navas,jesus-navas,D,null,null,S. Agüero,sergio-aguero,F,null,50,null,true,null,substitution,3191
null,null,T. Vermaelen,thomas-vermaelen,D,null,null,L. Koscielny,laurent-koscielny,D,null,42,null,false,null,substitution,3191
null,null,B. K. Kim,bo-kyung-kim,M,null,null,P. Odemwingie,peter-odemwingie,F,null,89,null,true,null,substitution,3192
null,null,M. Vydra,matej-vydra,F,null,null,S. Long,shane-long,F,null,87,null,false,null,substitution,3192
null,null,A. Gunnarsson,aron-gunnarsson,M,null,null,G. Medel,gary-medel,M,null,86,null,true,null,substitution,3192
null,null,N. Maynard,nicky-maynard,F,null,null,F. Campbell,fraizer-campbell,F,null,82,null,true,null,substitution,3192
null,null,S. Sinclair,scott-sinclair,M,null,null,C. Yacob,claudio-yacob,M,null,74,null,false,null,substitution,3192
null,null,S. Berahino,saido-berahino,F,null,null,M. Amalfitano,morgan-amalfitano,M,null,73,null,false,null,substitution,3192
null,null,D. Gayle,dwight-gayle,F,null,null,M. Chamakh,marouane-chamakh,F,null,88,null,false,null,substitution,3193
null,null,D. Ba,demba-ba,F,null,null,F. Torres,fernando-torres,F,null,84,null,true,null,substitution,3193
null,null,A. Schürrle,andre-schurrle,F,null,null,Willian,willian,F,null,82,null,true,null,substitution,3193
null,null,Oscar,oscar,M,null,null,J. Mata,juan-mata,M,null,62,null,true,null,substitution,3193
null,null,Y. Bolasie,yannick-bolasie,F,null,null,B. Bannan,barry-bannan,M,null,51,null,false,null,substitution,3193
null,null,S. O'Keefe,stuart-okeefe,M,null,null,K. Dikgacoi,kagisho-dikgacoi,M,null,26,null,false,null,substitution,3193
null,null,J. Stones,john-stones,D,null,null,S. Pienaar,steven-pienaar,M,null,87,null,true,null,substitution,3194
null,null,D. Duff,damien-duff,M,null,null,A. Dejagah,ashkan-dejagah,M,null,84,null,false,null,substitution,3194
null,null,D. Bent,darren-bent,F,null,null,G. Karagounis,georgios-karagounis,M,null,77,null,false,null,substitution,3194
null,null,P. Kasami,pajtim-kasami,M,null,null,A. Kačaniklić,alexander-kacaniklic,M,null,69,null,false,null,substitution,3194
null,null,K. Mirallas,kevin-mirallas,M,null,null,G. Deulofeu,gerard-deulofeu,F,null,64,null,true,null,substitution,3194
null,null,S. Gallagher,sam-gallagher,F,null,null,J. Rodriguez,jay-rodriguez,F,null,90,null,false,null,substitution,3195
null,null,M. Haïdara,massadio-haidara,M,null,null,D. Santon,davide-santon,D,null,78,null,true,null,substitution,3195
null,null,H. B. Arfa,hatem-ben-arfa,M,null,null,Y. Gouffran,yoan-gouffran,M,null,73,null,true,null,substitution,3195
null,null,P. D. Cissé,papiss-demba-cisse,F,null,null,S. Ameobi,shola-ameobi,F,null,61,null,true,null,substitution,3195
null,null,M. Schneiderlin,morgan-schneiderlin,M,null,null,J. Ward-Prowse,james-ward-prowse,M,null,45,null,false,null,substitution,3195
null,null,A. Lallana,adam-lallana,M,null,null,P. D. Osvaldo,pablo-daniel-osvaldo,F,null,45,null,false,null,substitution,3195
null,null,A. Dossena,andrea-dossena,D,null,null,P. Bardsley,phil-bardsley,D,null,82,null,false,null,substitution,3196
null,null,C. Cole,carlton-cole,F,null,null,J. Cole,joe-cole,M,null,75,null,true,null,substitution,3196
null,null,S. Fletcher,steven-fletcher,F,null,null,J. Altidore,jozy-altidore,F,null,73,null,false,null,substitution,3196
null,null,A. Johnson,adam-johnson,F,null,null,F. Borini,fabio-borini,F,null,72,null,false,null,substitution,3196
null,null,J. O'Brien,joey-obrien,M,null,null,G. Demel,guy-demel,D,null,58,null,true,null,substitution,3196
null,null,J. Collison,jack-collison,M,null,null,M. Jarvis,matt-jarvis,M,null,56,null,true,null,substitution,3196
null,null,C. Adam,charlie-adam,M,null,null,M. Arnautović,marko-arnautovic,F,null,90,null,false,null,substitution,3197
null,null,G. Boyd,george-boyd,M,null,null,D. Graham,danny-graham,F,null,82,null,true,null,substitution,3197
null,null,W. Palacios,wilson-palacios,M,null,null,G. Whelan,glenn-whelan,M,null,78,null,false,null,substitution,3197
null,null,L. Rosenior,liam-rosenior,D,null,null,D. Meyler,david-meyler,M,null,78,null,true,null,substitution,3197
null,null,R. Brady,robbie-brady,M,null,null,A. Bruce,alex-bruce,D,null,66,null,true,null,substitution,3197
null,null,E. Pieters,erik-pieters,D,null,null,M. Muniesa,marc-muniesa,D,null,66,null,false,null,substitution,3197
null,null,L. Bacuna,leandro-bacuna,M,null,null,K. E. Ahmadi,karim-el-ahmadi,M,null,86,null,true,null,substitution,3198
null,null,W. Zaha,wilfried-zaha,F,null,null,W. Rooney,wayne-rooney,M,null,84,null,false,null,substitution,3198
null,null,L. Kozák,libor-kozak,F,null,null,C. Benteke,christian-benteke,F,null,79,null,true,null,substitution,3198
null,null,D. Fletcher,darren-fletcher,M,null,null,R. Giggs,ryan-giggs,M,null,70,null,false,null,substitution,3198
null,null,A. Young,ashley-young,M,null,null,A. Januzaj,adnan-januzaj,M,null,69,null,false,null,substitution,3198
null,null,A. Weimann,andreas-weimann,M,null,null,Y. Sylla,yacouba-sylla,M,null,62,null,true,null,substitution,3198
null,null,R. Lamah,roland-lamah,M,null,null,P. Hernández,pablo-hernandez,M,null,83,null,false,null,substitution,3199
null,null,J. Murphy,josh-murphy,M,null,null,N. Redmond,nathan-redmond,M,null,82,null,true,null,substitution,3199
null,null,L. Becchio,luciano-becchio,F,null,null,J. Elmander,johan-elmander,F,null,76,null,true,null,substitution,3199
null,null,W. Bony,wilfried-bony,F,null,null,Michu,michu,F,null,74,null,false,null,substitution,3199
null,null,A. Pozuelo,alejandro-pozuelo,F,null,null,N. Dyer,nathan-dyer,M,null,44,null,false,null,substitution,3199
null,null,V. Moses,victor-moses,M,null,null,P. Coutinho,philippe-coutinho,M,null,90,null,false,null,substitution,3200
null,null,L. Alberto,luis-alberto,M,null,null,L. Leiva,lucas-leiva,M,null,78,null,false,null,substitution,3200
null,null,A. Townsend,andros-townsend,M,null,null,M. Dembélé,mousa-dembele,M,null,61,null,true,null,substitution,3200
null,null,Z. Fryers,zeki-fryers,D,null,null,K. Naughton,kyle-naughton,D,null,46,null,true,null,substitution,3200
null,null,L. Holtby,lewis-holtby,M,null,null,Sandro,sandro,M,null,30,null,true,null,substitution,3200
null,null,D. Agger,daniel-agger,D,null,null,P. Coutinho,philippe-coutinho,M,null,83,null,true,null,substitution,3201
null,null,A. Cornelius,andreas-cornelius,F,null,null,A. Gunnarsson,aron-gunnarsson,M,null,80,null,false,null,substitution,3201
null,null,M. Kelly,martin-kelly,D,null,null,J. Flanagan,jon-flanagan,D,null,55,null,true,null,substitution,3201
null,null,F. Campbell,fraizer-campbell,F,null,null,G. Medel,gary-medel,M,null,55,null,false,null,substitution,3201
null,null,B. K. Kim,bo-kyung-kim,M,null,null,P. Odemwingie,peter-odemwingie,F,null,55,null,false,null,substitution,3201
null,null,H. B. Arfa,hatem-ben-arfa,M,null,null,Y. Cabaye,yohan-cabaye,M,null,79,null,false,null,substitution,3202
null,null,D. Gayle,dwight-gayle,F,null,null,C. Jerome,cameron-jerome,F,null,77,null,true,null,substitution,3202
null,null,S. Ameobi,shola-ameobi,F,null,null,L. Rémy,loic-remy,F,null,75,null,false,null,substitution,3202
null,null,Y. Bolasie,yannick-bolasie,F,null,null,B. Bannan,barry-bannan,M,null,45,null,true,null,substitution,3202
null,null,J. Parr,jonathan-parr,D,null,null,D. Moxey,dean-moxey,D,null,45,null,true,null,substitution,3202
null,null,J. García,javi-garcia,M,null,null,D. Silva,david-silva,M,null,84,null,false,null,substitution,3203
null,null,D. Bent,darren-bent,F,null,null,G. Karagounis,georgios-karagounis,M,null,82,null,true,null,substitution,3203
null,null,J. Milner,james-milner,M,null,null,S. Nasri,samir-nasri,M,null,75,null,false,null,substitution,3203
null,null,P. Kasami,pajtim-kasami,M,null,null,A. Dejagah,ashkan-dejagah,M,null,65,null,true,null,substitution,3203
null,null,J. Navas,jesus-navas,D,null,null,E. Džeko,edin-dzeko,F,null,58,null,false,null,substitution,3203
null,null,F. Amorebieta,fernando-amorebieta,D,null,null,P. Senderos,philippe-senderos,D,null,37,null,true,null,substitution,3203
null,null,A. Büttner,alexander-buttner,D,null,null,P. Evra,patrice-evra,D,null,80,null,true,null,substitution,3204
null,null,R. Rat,razvan-rat,D,null,null,J. Collins,james-collins,D,null,75,null,false,null,substitution,3204
null,null,C. Cole,carlton-cole,F,null,null,M. Jarvis,matt-jarvis,M,null,71,null,false,null,substitution,3204
null,null,A. Young,ashley-young,M,null,null,A. Januzaj,adnan-januzaj,M,null,69,null,true,null,substitution,3204
null,null,J. Collison,jack-collison,M,null,null,M. Taylor,matthew-taylor,D,null,62,null,false,null,substitution,3204
null,null,J. Hernández,javier-hernandez,F,null,null,D. Welbeck,danny-welbeck,F,null,54,null,true,null,substitution,3204
null,null,L. Bacuna,leandro-bacuna,M,null,null,M. Albrighton,marc-albrighton,M,null,81,null,false,null,substitution,3205
null,null,J. Pennant,jermaine-pennant,M,null,null,O. Assaidi,oussama-assaidi,F,null,72,null,true,null,substitution,3205
null,null,J. Bowery,jordan-bowery,F,null,null,A. Tonev,aleksandar-tonev,M,null,67,null,false,null,substitution,3205
null,null,C. Adam,charlie-adam,M,null,null,M. Arnautović,marko-arnautovic,F,null,45,null,true,null,substitution,3205
null,null,V. Roberge,valentin-roberge,D,null,null,S. Larsson,sebastian-larsson,M,null,90,null,true,null,substitution,3206
null,null,R. v. Wolfswinkel,ricky-van-wolfswinkel,F,null,null,J. Elmander,johan-elmander,F,null,77,null,false,null,substitution,3206
null,null,S. Fletcher,steven-fletcher,F,null,null,J. Altidore,jozy-altidore,F,null,68,null,true,null,substitution,3206
null,null,A. Johnson,adam-johnson,F,null,null,E. Giaccherini,emanuele-giaccherini,M,null,63,null,true,null,substitution,3206
null,null,G. Boyd,george-boyd,M,null,null,D. Graham,danny-graham,F,null,80,null,false,null,substitution,3207
null,null,Z. Gera,zoltan-gera,M,null,null,L. Ridgewell,liam-ridgewell,D,null,79,null,true,null,substitution,3207
null,null,M. Vydra,matej-vydra,F,null,null,S. Sessègnon,stephane-sessegnon,M,null,69,null,true,null,substitution,3207
null,null,S. Berahino,saido-berahino,F,null,null,S. Sinclair,scott-sinclair,M,null,45,null,true,null,substitution,3207
null,null,J. Defoe,jermain-defoe,F,null,null,R. Soldado,roberto-soldado,F,null,85,null,false,null,substitution,3208
null,null,S. Gallagher,sam-gallagher,F,null,null,D. Fox,danny-fox,D,null,78,null,true,null,substitution,3208
null,null,G. Ramírez,gaston-ramirez,M,null,null,S. Davis,steven-davis,M,null,69,null,true,null,substitution,3208
null,null,J. Ward-Prowse,james-ward-prowse,M,null,null,J. Cork,jack-cork,M,null,63,null,true,null,substitution,3208
null,null,N. Chadli,nacer-chadli,M,null,null,É. Lamela,erik-lamela,M,null,61,null,false,null,substitution,3208
null,null,N. Bentaleb,nabil-bentaleb,M,null,null,M. Dembélé,mousa-dembele,M,null,50,null,false,null,substitution,3208
null,null,A. Pozuelo,alejandro-pozuelo,F,null,null,J. d. Guzmán,jonathan-de-guzman,M,null,86,null,true,null,substitution,3209
null,null,L. Osman,leon-osman,M,null,null,K. Mirallas,kevin-mirallas,M,null,78,null,false,null,substitution,3209
null,null,S. Naismith,steven-naismith,F,null,null,S. Pienaar,steven-pienaar,M,null,78,null,false,null,substitution,3209
null,null,Á. Vázquez,alvaro-vazquez,F,null,null,W. Bony,wilfried-bony,F,null,75,null,true,null,substitution,3209
null,null,R. Lamah,roland-lamah,M,null,null,W. Routledge,wayne-routledge,M,null,67,null,true,null,substitution,3209
null,null,D. Luiz,david-luiz,D,null,null,F. Torres,fernando-torres,F,null,87,null,false,null,substitution,3210
null,null,Oscar,oscar,M,null,null,Willian,willian,F,null,77,null,false,null,substitution,3210
null,null,A. Schürrle,andre-schurrle,F,null,null,E. Hazard,eden-hazard,F,null,73,null,false,null,substitution,3210
null,null,M. Carrick,michael-carrick,M,null,null,A. Young,ashley-young,M,null,78,null,false,null,substitution,3211
null,null,G. Boyd,george-boyd,M,null,null,M. Figueroa,maynor-figueroa,D,null,73,null,true,null,substitution,3211
null,null,J. Hernández,javier-hernandez,F,null,null,D. Fletcher,darren-fletcher,M,null,62,null,false,null,substitution,3211
null,null,R. Koren,robert-koren,M,null,null,D. Meyler,david-meyler,M,null,46,null,true,null,substitution,3211
null,null,S. Harper,steve-harper,G,null,null,A. McGregor,allan-mcgregor,G,null,46,null,true,null,substitution,3211
null,null,A. Januzaj,adnan-januzaj,M,null,null,Rafael,rafael,D,null,18,null,false,null,substitution,3211
null,null,A. Tonev,aleksandar-tonev,M,null,null,A. Weimann,andreas-weimann,M,null,87,null,true,null,substitution,3212
null,null,D. Moxey,dean-moxey,D,null,null,B. Bannan,barry-bannan,M,null,87,null,false,null,substitution,3212
null,null,J. Bowery,jordan-bowery,F,null,null,L. Kozák,libor-kozak,F,null,77,null,true,null,substitution,3212
null,null,D. Gayle,dwight-gayle,F,null,null,C. Jerome,cameron-jerome,F,null,72,null,false,null,substitution,3212
null,null,L. Bacuna,leandro-bacuna,M,null,null,A. Luna,antonio-luna,D,null,67,null,true,null,substitution,3212
null,null,J. Williams,jonathan-williams,M,null,null,J. Puncheon,jason-puncheon,M,null,65,null,false,null,substitution,3212
null,null,S. Gallagher,sam-gallagher,F,null,null,R. Lambert,rickie-lambert,F,null,90,null,false,null,substitution,3213
null,null,G. Ramírez,gaston-ramirez,M,null,null,J. Rodriguez,jay-rodriguez,F,null,86,null,false,null,substitution,3213
null,null,B. K. Kim,bo-kyung-kim,M,null,null,A. Gunnarsson,aron-gunnarsson,M,null,81,null,true,null,substitution,3213
null,null,J. Ward-Prowse,james-ward-prowse,M,null,null,A. Lallana,adam-lallana,M,null,80,null,false,null,substitution,3213
null,null,D. John,declan-john,M,null,null,A. Taylor,andrew-taylor,D,null,61,null,true,null,substitution,3213
null,null,A. Cornelius,andreas-cornelius,F,null,null,P. Odemwingie,peter-odemwingie,F,null,46,null,true,null,substitution,3213
null,null,Willian,willian,F,null,null,E. Hazard,eden-hazard,F,null,82,null,true,null,substitution,3214
null,null,W. Bony,wilfried-bony,F,null,null,W. Routledge,wayne-routledge,M,null,76,null,false,null,substitution,3214
null,null,A. Schürrle,andre-schurrle,F,null,null,J. Mata,juan-mata,M,null,72,null,true,null,substitution,3214
null,null,F. Lampard,frank-lampard,M,null,null,Oscar,oscar,M,null,67,null,true,null,substitution,3214
null,null,J. d. Guzmán,jonathan-de-guzman,M,null,null,Cañas,jose-alberto-canas,M,null,61,null,false,null,substitution,3214
null,null,P. Hernández,pablo-hernandez,M,null,null,A. Pozuelo,alejandro-pozuelo,F,null,46,null,false,null,substitution,3214
null,null,J. Altidore,jozy-altidore,F,null,null,S. Fletcher,steven-fletcher,F,null,90,null,false,null,substitution,3215
null,null,N. Jelavić,nikica-jelavic,F,null,null,S. Pienaar,steven-pienaar,M,null,76,null,true,null,substitution,3215
null,null,E. Giaccherini,emanuele-giaccherini,M,null,null,J. Colback,jack-colback,M,null,70,null,false,null,substitution,3215
null,null,R. Barkley,ross-barkley,M,null,null,K. Mirallas,kevin-mirallas,M,null,49,null,true,null,substitution,3215
null,null,J. Robles,joel-robles,G,null,null,L. Osman,leon-osman,M,null,24,null,true,null,substitution,3215
null,null,P. D. Cissé,papiss-demba-cisse,F,null,null,Y. Gouffran,yoan-gouffran,M,null,72,null,true,null,substitution,3216
null,null,M. Muniesa,marc-muniesa,D,null,null,S. N'Zonzi,steven-nzonzi,M,null,72,null,false,null,substitution,3216
null,null,M. Haïdara,massadio-haidara,M,null,null,D. Santon,davide-santon,D,null,61,null,true,null,substitution,3216
null,null,W. Palacios,wilson-palacios,M,null,null,P. Crouch,peter-crouch,F,null,59,null,false,null,substitution,3216
null,null,A. Wilkinson,andy-wilkinson,D,null,null,O. Assaidi,oussama-assaidi,F,null,47,null,false,null,substitution,3216
null,null,S. Ameobi,shola-ameobi,F,null,null,V. Anita,vurnon-anita,M,null,46,null,true,null,substitution,3216
null,null,J. A. Riise,john-arne-riise,D,null,null,A. Kačaniklić,alexander-kacaniklic,M,null,90,null,false,null,substitution,3217
null,null,A. Dejagah,ashkan-dejagah,M,null,null,A. Taarabt,adel-taarabt,M,null,72,null,false,null,substitution,3217
null,null,W. Hoolahan,wesley-hoolahan,M,null,null,R. Snodgrass,robert-snodgrass,M,null,71,null,true,null,substitution,3217
null,null,R. v. Wolfswinkel,ricky-van-wolfswinkel,F,null,null,J. Elmander,johan-elmander,F,null,63,null,true,null,substitution,3217
null,null,H. Rodallega,hugo-rodallega,F,null,null,D. Duff,damien-duff,M,null,58,null,false,null,substitution,3217
null,null,S. Berahino,saido-berahino,F,null,null,M. Vydra,matej-vydra,F,null,84,null,false,null,substitution,3218
null,null,S. Sessègnon,stephane-sessegnon,M,null,null,Z. Gera,zoltan-gera,M,null,77,null,false,null,substitution,3218
null,null,É. Lamela,erik-lamela,M,null,null,N. Chadli,nacer-chadli,M,null,75,null,true,null,substitution,3218
null,null,Y. Mulumbu,youssouf-mulumbu,M,null,null,M. Amalfitano,morgan-amalfitano,M,null,71,null,false,null,substitution,3218
null,null,N. Bentaleb,nabil-bentaleb,M,null,null,L. Holtby,lewis-holtby,M,null,62,null,true,null,substitution,3218
null,null,N. Bendtner,nicklas-bendtner,F,null,null,O. Giroud,olivier-giroud,F,null,85,null,false,null,substitution,3219
null,null,M. Flamini,mathieu-flamini,M,null,null,M. Özil,mesut-ozil,M,null,81,null,false,null,substitution,3219
null,null,M. Taylor,matthew-taylor,D,null,null,K. Nolan,kevin-nolan,M,null,75,null,true,null,substitution,3219
null,null,L. Podolski,lukas-podolski,M,null,null,A. Ramsey,aaron-ramsey,M,null,65,null,false,null,substitution,3219
null,null,G. Demel,guy-demel,D,null,null,J. O'Brien,joey-obrien,M,null,63,null,true,null,substitution,3219
null,null,R. Rat,razvan-rat,D,null,null,J. Collins,james-collins,D,null,37,null,true,null,substitution,3219
null,null,J. García,javi-garcia,M,null,null,D. Silva,david-silva,M,null,87,null,true,null,substitution,3220
null,null,I. Aspas,iago-aspas,F,null,null,L. Leiva,lucas-leiva,M,null,82,null,false,null,substitution,3220
null,null,E. Džeko,edin-dzeko,F,null,null,Á. Negredo,alvaro-negredo,F,null,77,null,true,null,substitution,3220
null,null,J. Milner,james-milner,M,null,null,S. Nasri,samir-nasri,M,null,72,null,true,null,substitution,3220
null,null,V. Moses,victor-moses,M,null,null,P. Coutinho,philippe-coutinho,M,null,68,null,false,null,substitution,3220
null,null,S. Sessègnon,stephane-sessegnon,M,null,null,S. Berahino,saido-berahino,F,null,85,null,false,null,substitution,3221
null,null,J. Collison,jack-collison,M,null,null,J. Cole,joe-cole,M,null,83,null,true,null,substitution,3221
null,null,C. Yacob,claudio-yacob,M,null,null,J. Morrison,james-morrison,M,null,78,null,false,null,substitution,3221
null,null,M. Amalfitano,morgan-amalfitano,M,null,null,D. Lugano,diego-lugano,D,null,68,null,false,null,substitution,3221
null,null,M. Maiga,modibo-maiga,F,null,null,C. Cole,carlton-cole,F,null,45,null,true,null,substitution,3221
null,null,G. Demel,guy-demel,D,null,null,J. Tomkins,james-tomkins,D,null,10,null,true,null,substitution,3221
null,null,Á. Vázquez,alvaro-vazquez,F,null,null,W. Bony,wilfried-bony,F,null,84,null,false,null,substitution,3222
null,null,M. Albrighton,marc-albrighton,M,null,null,A. Weimann,andreas-weimann,M,null,79,null,true,null,substitution,3222
null,null,K. E. Ahmadi,karim-el-ahmadi,M,null,null,L. Bacuna,leandro-bacuna,M,null,70,null,true,null,substitution,3222
null,null,A. Pozuelo,alejandro-pozuelo,F,null,null,R. Lamah,roland-lamah,M,null,68,null,false,null,substitution,3222
null,null,L. Kozák,libor-kozak,F,null,null,A. Tonev,aleksandar-tonev,M,null,61,null,true,null,substitution,3222
null,null,À. Rangel,angel-rangel,D,null,null,D. Tiendalli,dwight-tiendalli,D,null,55,null,false,null,substitution,3222
null,null,P. McShane,paul-mcshane,D,null,null,A. El-Mohamady,ahmed-el-mohamady,D,null,77,null,true,null,substitution,3223
null,null,K. Richardson,kieran-richardson,M,null,null,G. Karagounis,georgios-karagounis,M,null,74,null,false,null,substitution,3223
null,null,D. Graham,danny-graham,F,null,null,J. Livermore,jake-livermore,M,null,73,null,true,null,substitution,3223
null,null,M. Fryatt,matty-fryatt,F,null,null,Y. Sagbo,yannick-sagbo,F,null,68,null,true,null,substitution,3223
null,null,D. Bent,darren-bent,F,null,null,A. Dejagah,ashkan-dejagah,M,null,64,null,false,null,substitution,3223
null,null,A. Kačaniklić,alexander-kacaniklic,M,null,null,B. Ruiz,bryan-ruiz,M,null,60,null,false,null,substitution,3223
null,null,D. Gayle,dwight-gayle,F,null,null,B. Bannan,barry-bannan,M,null,81,null,false,null,substitution,3224
null,null,J. Williams,jonathan-williams,M,null,null,Y. Bolasie,yannick-bolasie,F,null,76,null,false,null,substitution,3224
