PlayerInFirstName,playerInLastName,PlayerInShortName,PlayerInSlug,playerInPosition,PlayerOutFirstName,PlayerOutLastName,PlayerOutShortName,PlayerOutSlug,PlayerOutPosition,Injury,Time,AddedTime,IsHome,IncidentClass,IncidentType,GameID
null,null,S. Larsson,sebastian-larsson,M,null,null,D. Meyler,david-meyler,M,null,78,null,false,null,substitution,2661
null,null,T. Walcott,theo-walcott,M,null,null,A. Arshavin,andrey-arshavin,M,null,77,null,true,null,substitution,2661
null,null,A. Diaby,abou-diaby,M,null,null,A. Ramsey,aaron-ramsey,M,null,69,null,true,null,substitution,2661
null,null,F. Campbell,fraizer-campbell,F,null,null,A. El-Mohamady,ahmed-el-mohamady,D,null,68,null,false,null,substitution,2661
null,null,L. Podolski,lukas-podolski,M,null,null,O. Giroud,olivier-giroud,F,null,64,null,true,null,substitution,2661
null,null,S. Sessègnon,stephane-sessegnon,M,null,null,L. Saha,louis-saha,F,null,63,null,false,null,substitution,2661
null,null,B. Ruiz,bryan-ruiz,M,null,null,S. Sidwell,steve-sidwell,M,null,81,null,true,null,substitution,2662
null,null,G. Holt,grant-holt,F,null,null,W. Hoolahan,wesley-hoolahan,M,null,77,null,false,null,substitution,2662
null,null,D. Duff,damien-duff,M,null,null,P. Kasami,pajtim-kasami,M,null,74,null,true,null,substitution,2662
null,null,M. Petrić,mladen-petric,F,null,null,H. Rodallega,hugo-rodallega,F,null,68,null,true,null,substitution,2662
null,null,R. Snodgrass,robert-snodgrass,M,null,null,E. Bennett,elliott-bennett,D,null,56,null,false,null,substitution,2662
null,null,A. Surman,andrew-surman,M,null,null,S. Morison,steve-morison,F,null,46,null,false,null,substitution,2662
null,null,S. Diakite,samba-diakite,M,null,null,S. Derry,shaun-derry,M,null,86,null,true,null,substitution,2663
null,null,Michu,michu,F,null,null,M. Gower,mark-gower,M,null,84,null,false,null,substitution,2663
null,null,D. Cissé,djibril-cisse,F,null,null,A. Johnson,andy-johnson,F,null,77,null,true,null,substitution,2663
null,null,N. Dyer,nathan-dyer,M,null,null,S. Sinclair,scott-sinclair,M,null,77,null,false,null,substitution,2663
null,null,J. d. Guzmán,jonathan-de-guzman,M,null,null,K. Agustien,kemy-agustien,M,null,70,null,false,null,substitution,2663
null,null,C. Hill,clint-hill,D,null,null,S. Wright-Phillips,shaun-wright-phillips,M,null,64,null,true,null,substitution,2663
null,null,G. Whelan,glenn-whelan,M,null,null,W. Palacios,wilson-palacios,M,null,86,null,false,null,substitution,2664
null,null,M. Etherington,matthew-etherington,M,null,null,R. Delap,rory-delap,M,null,80,null,false,null,substitution,2664
null,null,P. Pogrebnyak,pavel-pogrebnyak,F,null,null,N. Hunt,noel-hunt,F,null,77,null,true,null,substitution,2664
null,null,M. Kightly,michael-kightly,M,null,null,C. Jerome,cameron-jerome,F,null,75,null,false,null,substitution,2664
null,null,H. Robson-Kanu,hal-robson-kanu,F,null,null,G. McCleary,garath-mccleary,M,null,67,null,true,null,substitution,2664
null,null,J. Morrison,james-morrison,M,null,null,C. Brunt,chris-brunt,M,null,82,null,true,null,substitution,2665
null,null,J. Cole,joe-cole,M,null,null,A. Carroll,andy-carroll,F,null,79,null,false,null,substitution,2665
null,null,L. Leiva,lucas-leiva,M,null,null,J. Cole,joe-cole,M,null,68,null,false,null,substitution,2665
null,null,Z. Gera,zoltan-gera,M,null,null,M. Fortune,marc-antoine-fortune,F,null,68,null,true,null,substitution,2665
null,null,S. Long,shane-long,F,null,null,R. Lukaku,romelu-lukaku,F,null,68,null,true,null,substitution,2665
null,null,S. Downing,stewart-downing,M,null,null,J. L. D. Carragher,jamie-carragher,D,null,60,null,false,null,substitution,2665
null,null,C. Cole,carlton-cole,F,null,null,M. Maiga,modibo-maiga,F,null,81,null,true,null,substitution,2666
null,null,F. Delph,fabian-delph,M,null,null,B. Bannan,barry-bannan,M,null,77,null,false,null,substitution,2666
null,null,C. N'Zogbia,charles-nzogbia,M,null,null,G. Gardner,gary-gardner,M,null,74,null,false,null,substitution,2666
null,null,K. Nolan,kevin-nolan,M,null,null,J. Tomkins,james-tomkins,D,null,73,null,true,null,substitution,2666
null,null,G. McCartney,george-mccartney,D,null,null,J. O'Brien,joey-obrien,M,null,71,null,true,null,substitution,2666
null,null,B. Holman,brett-holman,M,null,null,A. Weimann,andreas-weimann,M,null,61,null,false,null,substitution,2666
null,null,Sandro,sandro,M,null,null,H. Kane,harry-kane,F,null,85,null,false,null,substitution,2667
null,null,D. Ba,demba-ba,F,null,null,G. Obertan,gabriel-obertan,M,null,85,null,true,null,substitution,2667
null,null,Y. Cabaye,yohan-cabaye,M,null,null,V. Anita,vurnon-anita,M,null,71,null,true,null,substitution,2667
null,null,G. Sigurðsson,gylfi-sigurdsson,M,null,null,R. v. d. Vaart,rafael-van-der-vaart,M,null,68,null,false,null,substitution,2667
null,null,J. Mata,juan-mata,M,null,null,R. Meireles,raul-meireles,M,null,82,null,false,null,substitution,2668
null,null,J. McArthur,james-mcarthur,M,null,null,B. Watson,ben-watson,M,null,80,null,true,null,substitution,2668
null,null,F. Santo,franco-di-santo,F,null,null,A. Koné,arouna-kone,F,null,67,null,true,null,substitution,2668
null,null,E. Hazard,eden-hazard,F,null,null,Oscar,oscar,M,null,64,null,false,null,substitution,2668
null,null,S. Maloney,shaun-maloney,M,null,null,J. Gomez,jordi-gomez,M,null,48,null,true,null,substitution,2668
null,null,C. Tévez,carlos-tevez,F,null,null,A. Kolarov,aleksandar-kolarov,D,null,87,null,true,null,substitution,2669
null,null,J. Puncheon,jason-puncheon,M,null,null,B. Sharp,billy-sharp,F,null,86,null,false,null,substitution,2669
null,null,D. Silva,david-silva,M,null,null,M. Balotelli,mario-balotelli,F,null,72,null,true,null,substitution,2669
null,null,J. Ward-Prowse,james-ward-prowse,M,null,null,S. Davis,steven-davis,M,null,65,null,false,null,substitution,2669
null,null,J. Rodriguez,jay-rodriguez,F,null,null,R. Lambert,rickie-lambert,F,null,55,null,false,null,substitution,2669
null,null,S. Agüero,sergio-aguero,F,null,null,E. Džeko,edin-dzeko,F,null,14,null,true,null,substitution,2669
null,null,M. Fellaini,marouane-fellaini,M,null,null,J. Heitinga,john-heitinga,D,null,90,null,true,null,substitution,2670
null,null,N. Jelavić,nikica-jelavic,F,null,null,S. Naismith,steven-naismith,F,null,90,null,true,null,substitution,2670
null,null,T. Cleverley,tom-cleverley,M,null,null,Anderson,anderson,M,null,85,null,false,null,substitution,2670
null,null,L. Osman,leon-osman,M,null,null,S. Coleman,seamus-coleman,D,null,80,null,true,null,substitution,2670
null,null,Nani,nani,M,null,null,A. Young,ashley-young,M,null,78,null,false,null,substitution,2670
null,null,D. Welbeck,danny-welbeck,F,null,null,R. v. Persie,robin-van-persie,F,null,68,null,false,null,substitution,2670
null,null,N. Taylor,neil-taylor,D,null,null,B. Davies,ben-davies,D,null,84,null,true,null,substitution,2671
null,null,W. Routledge,wayne-routledge,M,null,null,L. Moore,luke-moore,F,null,81,null,true,null,substitution,2671
null,null,J. d. Guzmán,jonathan-de-guzman,M,null,null,K. Agustien,kemy-agustien,M,null,75,null,true,null,substitution,2671
null,null,M. Diamé,mohamed-diame,M,null,null,A. Diarra,alou-diarra,M,null,69,null,false,null,substitution,2671
null,null,C. Cole,carlton-cole,F,null,null,M. Maiga,modibo-maiga,F,null,62,null,false,null,substitution,2671
null,null,J. Tomkins,james-tomkins,D,null,null,R. V. Tê,ricardo-vaz-te,F,null,46,null,false,null,substitution,2671
null,null,N. Jelavić,nikica-jelavic,F,null,null,J. Heitinga,john-heitinga,D,null,87,null,false,null,substitution,2672
null,null,D. Gibson,darron-gibson,M,null,null,K. Mirallas,kevin-mirallas,M,null,70,null,false,null,substitution,2672
null,null,B. Bannan,barry-bannan,M,null,null,A. Weimann,andreas-weimann,M,null,70,null,true,null,substitution,2672
null,null,S. Naismith,steven-naismith,F,null,null,S. Coleman,seamus-coleman,D,null,64,null,false,null,substitution,2672
null,null,C. Herd,chris-herd,M,null,null,E. Lichaj,eric-lichaj,D,null,59,null,true,null,substitution,2672
null,null,N. Delfouneso,nathan-delfouneso,F,null,null,B. Holman,brett-holman,M,null,46,null,true,null,substitution,2672
null,null,M. Diarra,mahamadou-diarra,M,null,null,C. Baird,chris-baird,D,null,81,null,false,null,substitution,2673
null,null,Anderson,anderson,M,null,null,R. Giggs,ryan-giggs,M,null,81,null,true,null,substitution,2673
null,null,M. Petrić,mladen-petric,F,null,null,H. Rodallega,hugo-rodallega,F,null,72,null,false,null,substitution,2673
null,null,S. Kagawa,shinji-kagawa,M,null,null,W. Rooney,wayne-rooney,M,null,68,null,true,null,substitution,2673
null,null,A. Young,ashley-young,M,null,null,D. Welbeck,danny-welbeck,F,null,68,null,true,null,substitution,2673
null,null,A. Kačaniklić,alexander-kacaniklic,M,null,null,S. Sidwell,steve-sidwell,M,null,62,null,false,null,substitution,2673
null,null,S. Jackson,simeon-jackson,F,null,null,C. Martin,chris-martin,F,null,87,null,true,null,substitution,2674
null,null,G. Holt,grant-holt,F,null,null,S. Morison,steve-morison,F,null,87,null,true,null,substitution,2674
null,null,S. Diakite,samba-diakite,M,null,null,S. Derry,shaun-derry,M,null,86,null,false,null,substitution,2674
null,null,A. Traore,armand-traore,D,null,null,J. Bosingwa,jose-bosingwa,D,null,70,null,false,null,substitution,2674
null,null,C. Hill,clint-hill,D,null,null,N. Onuoha,nedum-onuoha,D,null,46,null,false,null,substitution,2674
null,null,A. Koné,arouna-kone,F,null,null,M. Boselli,mauro-boselli,F,null,90,null,false,null,substitution,2675
null,null,J. Rodriguez,jay-rodriguez,F,null,null,B. Sharp,billy-sharp,F,null,76,null,true,null,substitution,2675
null,null,S. Davis,steven-davis,M,null,null,J. Ward-Prowse,james-ward-prowse,M,null,75,null,true,null,substitution,2675
null,null,S. Maloney,shaun-maloney,M,null,null,J. Beausejour,jean-beausejour,D,null,75,null,false,null,substitution,2675
null,null,F. Santo,franco-di-santo,F,null,null,J. Gomez,jordi-gomez,M,null,67,null,false,null,substitution,2675
null,null,M. Fortune,marc-antoine-fortune,F,null,null,M. Rosenberg,markus-rosenberg,F,null,78,null,false,null,substitution,2676
null,null,J. Defoe,jermain-defoe,F,null,null,J. Jenas,jermaine-jenas,M,null,74,null,true,null,substitution,2676
null,null,G. Dorrans,graham-dorrans,M,null,null,C. Brunt,chris-brunt,M,null,74,null,false,null,substitution,2676
null,null,Sandro,sandro,M,null,null,G. Sigurðsson,gylfi-sigurdsson,M,null,73,null,true,null,substitution,2676
null,null,S. Long,shane-long,F,null,null,R. Lukaku,romelu-lukaku,F,null,62,null,false,null,substitution,2676
null,null,R. v. d. Vaart,rafael-van-der-vaart,M,null,null,E. Adebayor,emmanuel-adebayor,F,null,62,null,true,null,substitution,2676
null,null,R. Meireles,raul-meireles,M,null,null,F. Lampard,frank-lampard,M,null,87,null,true,null,substitution,2677
null,null,Y. Cabaye,yohan-cabaye,M,null,null,J. Perch,james-perch,M,null,77,null,false,null,substitution,2677
null,null,D. Santon,davide-santon,D,null,null,S. Marveaux,sylvain-marveaux,M,null,74,null,false,null,substitution,2677
null,null,J. Mata,juan-mata,M,null,null,Ramires,ramires,M,null,67,null,true,null,substitution,2677
null,null,D. Simpson,danny-simpson,D,null,null,R. Taylor,ryan-taylor,M,null,64,null,false,null,substitution,2677
null,null,S. Cazorla,santi-cazorla,M,null,null,A. Ramsey,aaron-ramsey,M,null,81,null,false,null,substitution,2678
null,null,G. Whelan,glenn-whelan,M,null,null,W. Palacios,wilson-palacios,M,null,81,null,true,null,substitution,2678
null,null,P. Crouch,peter-crouch,F,null,null,R. Shotton,ryan-shotton,D,null,79,null,true,null,substitution,2678
null,null,L. Podolski,lukas-podolski,M,null,null,A. Oxlade-Chamberlain,alex-oxlade-chamberlain,M,null,72,null,false,null,substitution,2678
null,null,Gervinho,gervinho,F,null,null,T. Walcott,theo-walcott,M,null,72,null,false,null,substitution,2678
null,null,J. Pennant,jermaine-pennant,M,null,null,C. Jerome,cameron-jerome,F,null,65,null,true,null,substitution,2678
null,null,F. Borini,fabio-borini,F,null,null,A. Carroll,andy-carroll,F,null,83,null,true,null,substitution,2679
null,null,J. Milner,james-milner,M,null,null,D. Silva,david-silva,M,null,76,null,false,null,substitution,2679
null,null,M. Kelly,martin-kelly,D,null,null,J. Enrique,jose-enrique,D,null,66,null,true,null,substitution,2679
null,null,M. Balotelli,mario-balotelli,F,null,null,E. Džeko,edin-dzeko,F,null,62,null,false,null,substitution,2679
null,null,S. Nasri,samir-nasri,M,null,null,J. Rodwell,jack-rodwell,D,null,59,null,false,null,substitution,2679
null,null,L. Leiva,lucas-leiva,M,null,null,J. Shelvey,jonjo-shelvey,M,null,5,null,true,null,substitution,2679
null,null,T. Bramble,titus-bramble,null,null,null,P. Bardsley,phil-bardsley,D,null,75,null,true,null,substitution,2680
null,null,D. Samuel,dominic-samuel,F,null,null,G. McCleary,garath-mccleary,M,null,72,null,false,null,substitution,2680
null,null,D. Vaughan,david-vaughan,M,null,null,D. Rose,danny-rose,D,null,69,null,true,null,substitution,2680
null,null,P. Bardsley,phil-bardsley,D,null,null,A. Johnson,adam-johnson,F,null,46,null,true,null,substitution,2680
null,null,G. McCleary,garath-mccleary,M,null,null,H. Robson-Kanu,hal-robson-kanu,F,null,86,null,false,null,substitution,2681
null,null,J. Mata,juan-mata,M,null,null,R. Meireles,raul-meireles,M,null,84,null,true,null,substitution,2681
null,null,P. Pogrebnyak,pavel-pogrebnyak,F,null,null,N. Hunt,noel-hunt,F,null,77,null,false,null,substitution,2681
null,null,J. Karacan,jem-karacan,M,null,null,A. L. Fondre,adam-le-fondre,F,null,71,null,false,null,substitution,2681
null,null,J. O. Mikel,john-mikel-obi,M,null,null,D. Sturridge,daniel-sturridge,F,null,68,null,true,null,substitution,2681
null,null,Ramires,ramires,M,null,null,Oscar,oscar,M,null,57,null,true,null,substitution,2681
null,null,G. Demel,guy-demel,D,null,null,R. Hall,robert-hall,F,null,78,null,true,null,substitution,2682
null,null,A. Carroll,andy-carroll,F,null,null,C. Cole,carlton-cole,F,null,68,null,true,null,substitution,2682
null,null,J. Collins,james-collins,D,null,null,J. Tomkins,james-tomkins,D,null,67,null,true,null,substitution,2682
null,null,K. Richardson,kieran-richardson,M,null,null,A. Kačaniklić,alexander-kacaniklic,M,null,59,null,false,null,substitution,2682
null,null,M. Petrić,mladen-petric,F,null,null,D. Berbatov,dimitar-berbatov,F,null,46,null,false,null,substitution,2682
null,null,S. Sessègnon,stephane-sessegnon,M,null,null,F. Campbell,fraizer-campbell,F,null,84,null,false,null,substitution,2683
null,null,Michu,michu,F,null,null,S. Y. Ki,sung-yueng-ki,M,null,78,null,true,null,substitution,2683
null,null,W. Routledge,wayne-routledge,M,null,null,A. Tate,alan-tate,D,null,73,null,true,null,substitution,2683
null,null,S. Fletcher,steven-fletcher,F,null,null,L. Saha,louis-saha,F,null,67,null,false,null,substitution,2683
null,null,L. Cattermole,lee-cattermole,M,null,null,D. Meyler,david-meyler,M,null,38,null,false,null,substitution,2683
null,null,N. Taylor,neil-taylor,D,null,null,B. Davies,ben-davies,D,null,20,null,true,null,substitution,2683
null,null,J. Defoe,jermain-defoe,F,null,null,T. Huddlestone,tom-huddlestone,M,null,81,null,true,null,substitution,2684
null,null,S. Jackson,simeon-jackson,F,null,null,S. Morison,steve-morison,F,null,73,null,false,null,substitution,2684
null,null,G. Sigurðsson,gylfi-sigurdsson,M,null,null,E. Adebayor,emmanuel-adebayor,F,null,56,null,true,null,substitution,2684
null,null,Sandro,sandro,M,null,null,M. Dembélé,mousa-dembele,M,null,46,null,true,null,substitution,2684
null,null,S. Long,shane-long,F,null,null,C. Brunt,chris-brunt,M,null,75,null,true,null,substitution,2685
null,null,P. J. Neville,phil-neville,M,null,null,V. Anichebe,victor-anichebe,F,null,73,null,false,null,substitution,2685
null,null,S. Naismith,steven-naismith,F,null,null,K. Mirallas,kevin-mirallas,M,null,62,null,false,null,substitution,2685
null,null,G. Dorrans,graham-dorrans,M,null,null,P. Odemwingie,peter-odemwingie,F,null,57,null,true,null,substitution,2685
null,null,S. Reid,steven-reid,M,null,null,B. Jones,billy-jones,D,null,52,null,true,null,substitution,2685
null,null,D. Gibson,darron-gibson,M,null,null,T. Hibbert,tony-hibbert,D,null,20,null,false,null,substitution,2685
null,null,F. Santo,franco-di-santo,F,null,null,R. Miyaichi,ryo-miyaichi,M,null,79,null,true,null,substitution,2686
null,null,J. McArthur,james-mcarthur,M,null,null,B. Watson,ben-watson,M,null,77,null,true,null,substitution,2686
null,null,M. Kightly,michael-kightly,M,null,null,C. Jerome,cameron-jerome,F,null,75,null,false,null,substitution,2686
null,null,A. Wilkinson,andy-wilkinson,D,null,null,C. Adam,charlie-adam,M,null,36,null,false,null,substitution,2686
null,null,J. Beausejour,jean-beausejour,D,null,null,D. Jones,david-jones,M,null,28,null,true,null,substitution,2686
null,null,S. Nasri,samir-nasri,M,null,null,A. Razak,abdul-razak,M,null,89,null,true,null,substitution,2687
null,null,E. Granero,esteban-granero,M,null,null,D. Cissé,djibril-cisse,F,null,85,null,false,null,substitution,2687
null,null,D. Silva,david-silva,M,null,null,J. Milner,james-milner,M,null,81,null,true,null,substitution,2687
null,null,P. Zabaleta,pablo-zabaleta,D,null,null,K. Touré,kolo-toure,D,null,74,null,true,null,substitution,2687
null,null,A. Faurlin,alejandro-faurlin,M,null,null,K. Dyer,kieron-dyer,null,null,72,null,false,null,substitution,2687
null,null,A. Ferdinand,anton-ferdinand,D,null,null,N. Onuoha,nedum-onuoha,D,null,67,null,false,null,substitution,2687
null,null,T. Vermaelen,thomas-vermaelen,D,null,null,L. Koscielny,laurent-koscielny,D,null,90,null,false,null,substitution,2688
null,null,L. Podolski,lukas-podolski,M,null,null,A. Santos,andre-santos,M,null,82,null,false,null,substitution,2688
null,null,A. Oxlade-Chamberlain,alex-oxlade-chamberlain,M,null,null,A. Ramsey,aaron-ramsey,M,null,72,null,false,null,substitution,2688
null,null,N. Şahin,nuri-sahin,M,null,null,J. Shelvey,jonjo-shelvey,M,null,67,null,true,null,substitution,2688
null,null,F. Borini,fabio-borini,F,null,null,S. Downing,stewart-downing,M,null,54,null,true,null,substitution,2688
null,null,D. Ba,demba-ba,F,null,null,G. Obertan,gabriel-obertan,M,null,87,null,true,null,substitution,2689
null,null,J. Gutiérrez,jonas-gutierrez,M,null,null,S. Marveaux,sylvain-marveaux,M,null,86,null,true,null,substitution,2689
null,null,K. E. Ahmadi,karim-el-ahmadi,M,null,null,C. N'Zogbia,charles-nzogbia,M,null,72,null,false,null,substitution,2689
null,null,A. Weimann,andreas-weimann,M,null,null,G. Agbonlahor,gabriel-agbonlahor,F,null,64,null,false,null,substitution,2689
null,null,D. Simpson,danny-simpson,D,null,null,G. Bigirimana,gael-bigirimana,M,null,38,null,true,null,substitution,2689
null,null,A. Lallana,adam-lallana,M,null,null,J. Rodriguez,jay-rodriguez,F,null,78,null,true,null,substitution,2690
null,null,R. Lambert,rickie-lambert,F,null,null,G. D. Prado,guly-do-prado,M,null,75,null,true,null,substitution,2690
null,null,J. Puncheon,jason-puncheon,M,null,null,E. Mayuka,emmanuel-mayuka,F,null,74,null,true,null,substitution,2690
null,null,D. Welbeck,danny-welbeck,F,null,null,J. Hernández,javier-hernandez,F,null,71,null,false,null,substitution,2690
null,null,S. Kagawa,shinji-kagawa,M,null,null,Nani,nani,M,null,61,null,false,null,substitution,2690
null,null,T. Cleverley,tom-cleverley,M,null,null,P. Scholes,paul-scholes,M,null,61,null,false,null,substitution,2690
null,null,R. V. Tê,ricardo-vaz-te,F,null,null,Y. Benayoun,yossi-benayoun,M,null,86,null,false,null,substitution,2691
null,null,G. Holt,grant-holt,F,null,null,H. Kane,harry-kane,F,null,71,null,true,null,substitution,2691
null,null,S. Jackson,simeon-jackson,F,null,null,S. Morison,steve-morison,F,null,63,null,true,null,substitution,2691
null,null,M. Taylor,matthew-taylor,D,null,null,M. Jarvis,matt-jarvis,M,null,57,null,false,null,substitution,2691
null,null,C. Cole,carlton-cole,F,null,null,M. Maiga,modibo-maiga,F,null,57,null,false,null,substitution,2691
null,null,R. Lambert,rickie-lambert,F,null,null,J. Rodriguez,jay-rodriguez,F,null,76,null,false,null,substitution,2692
null,null,L. Podolski,lukas-podolski,M,null,null,O. Giroud,olivier-giroud,F,null,74,null,true,null,substitution,2692
null,null,Gervinho,gervinho,F,null,null,T. Walcott,theo-walcott,M,null,74,null,true,null,substitution,2692
null,null,F. Coquelin,francis-coquelin,M,null,null,A. Ramsey,aaron-ramsey,M,null,67,null,true,null,substitution,2692
null,null,S. Davis,steven-davis,M,null,null,G. Ramírez,gaston-ramirez,M,null,45,null,false,null,substitution,2692
null,null,J. Hooiveld,jos-hooiveld,D,null,null,M. Yoshida,maya-yoshida,D,null,28,null,false,null,substitution,2692
null,null,L. Britton,leon-britton,M,null,null,I. Shechter,itay-shechter,F,null,79,null,false,null,substitution,2693
null,null,B. Holman,brett-holman,M,null,null,C. N'Zogbia,charles-nzogbia,M,null,79,null,true,null,substitution,2693
null,null,D. Graham,danny-graham,F,null,null,L. Moore,luke-moore,F,null,71,null,false,null,substitution,2693
null,null,A. Weimann,andreas-weimann,M,null,null,C. Benteke,christian-benteke,F,null,71,null,true,null,substitution,2693
null,null,S. Ireland,stephen-ireland,M,null,null,A. Westwood,ashley-westwood,M,null,70,null,true,null,substitution,2693
null,null,W. Routledge,wayne-routledge,M,null,null,P. Hernández,pablo-hernandez,M,null,57,null,false,null,substitution,2693
null,null,D. Duff,damien-duff,M,null,null,A. Smith,alex-smith,M,null,90,null,true,null,substitution,2694
null,null,A. Kačaniklić,alexander-kacaniklic,M,null,null,P. Kasami,pajtim-kasami,M,null,84,null,true,null,substitution,2694
null,null,C. Yacob,claudio-yacob,M,null,null,M. Rosenberg,markus-rosenberg,F,null,76,null,false,null,substitution,2694
null,null,M. Fortune,marc-antoine-fortune,F,null,null,C. Brunt,chris-brunt,M,null,46,null,false,null,substitution,2694
null,null,S. Long,shane-long,F,null,null,R. Lukaku,romelu-lukaku,F,null,46,null,false,null,substitution,2694
null,null,N. Vidić,nemanja-vidic,D,null,null,J. Evans,jonny-evans,D,null,77,null,true,null,substitution,2695
null,null,R. Giggs,ryan-giggs,M,null,null,N. Powell,nick-powell,M,null,71,null,true,null,substitution,2695
null,null,P. Scholes,paul-scholes,M,null,null,R. v. Persie,robin-van-persie,F,null,71,null,true,null,substitution,2695
null,null,J. Beausejour,jean-beausejour,D,null,null,D. Jones,david-jones,M,null,69,null,false,null,substitution,2695
null,null,S. Maloney,shaun-maloney,M,null,null,J. Gomez,jordi-gomez,M,null,59,null,false,null,substitution,2695
null,null,F. Torres,fernando-torres,F,null,null,D. Sturridge,daniel-sturridge,F,null,81,null,false,null,substitution,2696
null,null,S. Wright-Phillips,shaun-wright-phillips,M,null,null,D. Cissé,djibril-cisse,F,null,69,null,true,null,substitution,2696
null,null,R. Bertrand,ryan-bertrand,D,null,null,V. Moses,victor-moses,M,null,58,null,false,null,substitution,2696
null,null,A. Johnson,andy-johnson,F,null,null,J. Mackie,jamie-mackie,F,null,32,null,true,null,substitution,2696
null,null,Fábio,fabio,D,null,null,N. Onuoha,nedum-onuoha,D,null,20,null,true,null,substitution,2696
null,null,M. Balotelli,mario-balotelli,F,null,null,E. Džeko,edin-dzeko,F,null,90,null,false,null,substitution,2697
null,null,P. Crouch,peter-crouch,F,null,null,M. Owen,michael-owen,F,null,90,null,true,null,substitution,2697
null,null,C. Adam,charlie-adam,M,null,null,G. Cameron,geoff-cameron,M,null,84,null,true,null,substitution,2697
null,null,S. Sinclair,scott-sinclair,M,null,null,D. Silva,david-silva,M,null,74,null,false,null,substitution,2697
null,null,M. Kightly,michael-kightly,M,null,null,M. Etherington,matthew-etherington,M,null,69,null,true,null,substitution,2697
null,null,C. Tévez,carlos-tevez,F,null,null,G. Barry,gareth-barry,M,null,63,null,false,null,substitution,2697
null,null,S. Fletcher,steven-fletcher,F,null,null,L. Saha,louis-saha,F,null,86,null,true,null,substitution,2698
null,null,D. Rose,danny-rose,D,null,null,F. Campbell,fraizer-campbell,F,null,72,null,true,null,substitution,2698
null,null,F. Borini,fabio-borini,F,null,null,S. Downing,stewart-downing,M,null,64,null,false,null,substitution,2698
null,null,C. Cuellar,carlos-cuellar,D,null,null,T. Bramble,titus-bramble,null,null,46,null,true,null,substitution,2698
null,null,A. Lennon,aaron-lennon,M,null,null,A. Townsend,andros-townsend,M,null,87,null,false,null,substitution,2699
null,null,P. Pogrebnyak,pavel-pogrebnyak,F,null,null,N. Hunt,noel-hunt,F,null,83,null,true,null,substitution,2699
null,null,D. Guthrie,danny-guthrie,M,null,null,H. Robson-Kanu,hal-robson-kanu,F,null,83,null,true,null,substitution,2699
null,null,G. Bale,gareth-bale,F,null,null,C. Dempsey,clint-dempsey,M,null,78,null,false,null,substitution,2699
null,null,G. Sigurðsson,gylfi-sigurdsson,M,null,null,T. Huddlestone,tom-huddlestone,M,null,72,null,false,null,substitution,2699
null,null,J. Karacan,jem-karacan,M,null,null,A. L. Fondre,adam-le-fondre,F,null,46,null,true,null,substitution,2699
null,null,Y. Cabaye,yohan-cabaye,M,null,null,G. Bigirimana,gael-bigirimana,M,null,90,null,false,null,substitution,2700
null,null,K. Mirallas,kevin-mirallas,M,null,null,S. Naismith,steven-naismith,F,null,83,null,true,null,substitution,2700
null,null,P. D. Cissé,papiss-demba-cisse,F,null,null,S. Ameobi,shola-ameobi,F,null,80,null,false,null,substitution,2700
null,null,S. Marveaux,sylvain-marveaux,M,null,null,D. Ba,demba-ba,F,null,46,null,false,null,substitution,2700
null,null,N. Jelavić,nikica-jelavic,F,null,null,V. Anichebe,victor-anichebe,F,null,44,null,true,null,substitution,2700
null,null,M. Fellaini,marouane-fellaini,M,null,null,B. Oviedo,bryan-oviedo,D,null,85,null,false,null,substitution,2701
null,null,S. Pienaar,steven-pienaar,M,null,null,M. Gueye,magaye-gueye,F,null,85,null,false,null,substitution,2701
null,null,D. Graham,danny-graham,F,null,null,I. Shechter,itay-shechter,F,null,71,null,true,null,substitution,2701
null,null,K. Mirallas,kevin-mirallas,M,null,null,S. Naismith,steven-naismith,F,null,71,null,false,null,substitution,2701
null,null,A. Tate,alan-tate,D,null,null,L. Britton,leon-britton,M,null,55,null,true,null,substitution,2701
null,null,P. Hernández,pablo-hernandez,M,null,null,N. Dyer,nathan-dyer,M,null,46,null,true,null,substitution,2701
null,null,J. Mata,juan-mata,M,null,null,J. Terry,john-terry,D,null,88,null,true,null,substitution,2702
null,null,J. O. Mikel,john-mikel-obi,M,null,null,F. Lampard,frank-lampard,M,null,81,null,true,null,substitution,2702
null,null,P. Crouch,peter-crouch,F,null,null,K. Jones,kenwyne-jones,F,null,75,null,false,null,substitution,2702
null,null,M. Kightly,michael-kightly,M,null,null,M. Etherington,matthew-etherington,M,null,71,null,false,null,substitution,2702
null,null,C. Adam,charlie-adam,M,null,null,M. Owen,michael-owen,F,null,64,null,false,null,substitution,2702
null,null,E. Hazard,eden-hazard,F,null,null,V. Moses,victor-moses,M,null,61,null,true,null,substitution,2702
null,null,S. Davis,steven-davis,M,null,null,J. Ward-Prowse,james-ward-prowse,M,null,79,null,true,null,substitution,2703
null,null,J. Puncheon,jason-puncheon,M,null,null,E. Mayuka,emmanuel-mayuka,F,null,74,null,true,null,substitution,2703
null,null,B. Bannan,barry-bannan,M,null,null,G. Agbonlahor,gabriel-agbonlahor,F,null,68,null,false,null,substitution,2703
null,null,E. Lichaj,eric-lichaj,D,null,null,J. Bennett,joe-bennett,D,null,68,null,false,null,substitution,2703
