League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,10/11 ,25 ,Bolton Wanderers ,Wolverhampton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,25 ,Fulham ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,25 ,Liverpool ,Stoke City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Stoke City ,Sunderland ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Aston Villa ,Fulham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Everton ,Blackpool ,5 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Manchester City ,West Bromwich Albion ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Newcastle United ,Arsenal ,4 ,4 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Tottenham ,Bolton Wanderers ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Wigan Athletic ,Blackburn Rovers ,4 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Wolverhampton ,Manchester United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,West Ham United ,Birmingham City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,26 ,Chelsea ,Liverpool ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Manchester United ,Manchester City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Arsenal ,Wolverhampton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Birmingham City ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Blackburn Rovers ,Newcastle United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Blackpool ,Aston Villa ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Liverpool ,Wigan Athletic ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,West Bromwich Albion ,West Ham United ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Sunderland ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Bolton Wanderers ,Everton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,27 ,Fulham ,Chelsea ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Aston Villa ,Blackburn Rovers ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Everton ,Sunderland ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Newcastle United ,Bolton Wanderers ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Wigan Athletic ,Manchester United ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Wolverhampton ,Blackpool ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,West Ham United ,Liverpool ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Manchester City ,Fulham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Stoke City ,West Bromwich Albion ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Chelsea ,Birmingham City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,28 ,Tottenham ,Arsenal ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Birmingham City ,West Bromwich Albion ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Arsenal ,Sunderland ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Bolton Wanderers ,Aston Villa ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Fulham ,Blackburn Rovers ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Newcastle United ,Everton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,West Ham United ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Manchester City ,Wigan Athletic ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Liverpool ,Manchester United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Wolverhampton ,Tottenham ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,29 ,Blackpool ,Chelsea ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Tottenham ,West Ham United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Aston Villa ,Wolverhampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Blackburn Rovers ,Blackpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Manchester United ,Bolton Wanderers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Stoke City ,Newcastle United ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,West Bromwich Albion ,Arsenal ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Wigan Athletic ,Birmingham City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Everton ,Fulham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Sunderland ,Liverpool ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,30 ,Chelsea ,Manchester City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,West Ham United ,Manchester United ,2 ,4 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Birmingham City ,Bolton Wanderers ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Everton ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Newcastle United ,Wolverhampton ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Stoke City ,Chelsea ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,West Bromwich Albion ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Wigan Athletic ,Tottenham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Arsenal ,Blackburn Rovers ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Fulham ,Blackpool ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,31 ,Manchester City ,Sunderland ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Wolverhampton ,Everton ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Blackburn Rovers ,Birmingham City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Bolton Wanderers ,West Ham United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Chelsea ,Wigan Athletic ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Manchester United ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Sunderland ,West Bromwich Albion ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Tottenham ,Stoke City ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Blackpool ,Arsenal ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Aston Villa ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,32 ,Liverpool ,Manchester City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Birmingham City ,Sunderland ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Blackpool ,Wigan Athletic ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Everton ,Blackburn Rovers ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,West Bromwich Albion ,Chelsea ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,West Ham United ,Aston Villa ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Arsenal ,Liverpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Newcastle United ,Manchester United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Stoke City ,Wolverhampton ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Fulham ,Bolton Wanderers ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,33 ,Manchester City ,Tottenham ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Manchester United ,Everton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Aston Villa ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Blackpool ,Newcastle United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Liverpool ,Birmingham City ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Sunderland ,Wigan Athletic ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Tottenham ,West Bromwich Albion ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Wolverhampton ,Fulham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Chelsea ,West Ham United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Bolton Wanderers ,Arsenal ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,34 ,Blackburn Rovers ,Manchester City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Blackburn Rovers ,Bolton Wanderers ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Blackpool ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Sunderland ,Fulham ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,West Bromwich Albion ,Aston Villa ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Wigan Athletic ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Chelsea ,Tottenham ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Birmingham City ,Wolverhampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Liverpool ,Newcastle United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Arsenal ,Manchester United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,35 ,Manchester City ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Aston Villa ,Wigan Athletic ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Bolton Wanderers ,Sunderland ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Everton ,Manchester City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Newcastle United ,Birmingham City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,West Ham United ,Blackburn Rovers ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Tottenham ,Blackpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Wolverhampton ,West Bromwich Albion ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Stoke City ,Arsenal ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Manchester United ,Chelsea ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,36 ,Fulham ,Liverpool ,2 ,5 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Blackburn Rovers ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Blackpool ,Bolton Wanderers ,4 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Sunderland ,Wolverhampton ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,West Bromwich Albion ,Everton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Chelsea ,Newcastle United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Arsenal ,Aston Villa ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Birmingham City ,Fulham ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Liverpool ,Tottenham ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Wigan Athletic ,West Ham United ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,37 ,Manchester City ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Aston Villa ,Liverpool ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Bolton Wanderers ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Everton ,Chelsea ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Fulham ,Arsenal ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Manchester United ,Blackpool ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Newcastle United ,West Bromwich Albion ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Stoke City ,Wigan Athletic ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Tottenham ,Birmingham City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,West Ham United ,Sunderland ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,10/11 ,38 ,Wolverhampton ,Blackburn Rovers ,2 ,3 , (no statistics in this season)  here must be value
