League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,13/14 ,27 ,Manchester City ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,West Bromwich Albion ,Fulham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,West Ham United ,Southampton ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Crystal Palace ,Manchester United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Liverpool ,Swansea City ,4 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Newcastle United ,Aston Villa ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Norwich City ,Tottenham ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Everton ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Fulham ,Chelsea ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Hull City ,Newcastle United ,1 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Stoke City ,Arsenal ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Sunderland ,West Bromwich Albion ,null ,null , the game is cancaled 4  with id 3965611 at round 28
Premier League ,13/14 ,28 ,Southampton ,Liverpool ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Aston Villa ,Norwich City ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Swansea City ,Crystal Palace ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Tottenham ,Cardiff City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Manchester United ,Manchester City ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,28 ,Sunderland ,West Bromwich Albion ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,West Bromwich Albion ,Manchester United ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Arsenal ,Swansea City ,null ,null , the game is cancaled 1  with id 3965617 at round 29
Premier League ,13/14 ,29 ,Cardiff City ,Fulham ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Crystal Palace ,Southampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Manchester City ,Aston Villa ,null ,null , the game is cancaled 4  with id 3965627 at round 29
Premier League ,13/14 ,29 ,Norwich City ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,West Ham United ,Hull City ,null ,null , the game is cancaled 6  with id 3965635 at round 29
Premier League ,13/14 ,29 ,Chelsea ,Tottenham ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Newcastle United ,Everton ,null ,null , the game is cancaled 8  with id 3965629 at round 29
Premier League ,13/14 ,29 ,Arsenal ,Swansea City ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Newcastle United ,Everton ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,West Ham United ,Hull City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Liverpool ,Sunderland ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,29 ,Manchester City ,Aston Villa ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Hull City ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Everton ,Cardiff City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Fulham ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Southampton ,Norwich City ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Stoke City ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Sunderland ,Crystal Palace ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Swansea City ,West Bromwich Albion ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Aston Villa ,Chelsea ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Manchester United ,Liverpool ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,30 ,Tottenham ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Chelsea ,Arsenal ,6 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Cardiff City ,Liverpool ,3 ,6 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Everton ,Swansea City ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Hull City ,West Bromwich Albion ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Manchester City ,Fulham ,5 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Newcastle United ,Crystal Palace ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Norwich City ,Sunderland ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,West Ham United ,Manchester United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Tottenham ,Southampton ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,31 ,Aston Villa ,Stoke City ,1 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Manchester United ,Aston Villa ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Crystal Palace ,Chelsea ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Southampton ,Newcastle United ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Stoke City ,Hull City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Swansea City ,Norwich City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,West Bromwich Albion ,Cardiff City ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Arsenal ,Manchester City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Fulham ,Everton ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Liverpool ,Tottenham ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,32 ,Sunderland ,West Ham United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Manchester City ,Southampton ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Aston Villa ,Fulham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Cardiff City ,Crystal Palace ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Hull City ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Newcastle United ,Manchester United ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Norwich City ,West Bromwich Albion ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Chelsea ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Everton ,Arsenal ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,West Ham United ,Liverpool ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,33 ,Tottenham ,Sunderland ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Manchester United ,Hull City ,null ,null , the game is cancaled 0  with id 3965725 at round 34
Premier League ,13/14 ,34 ,Crystal Palace ,Aston Villa ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Fulham ,Norwich City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Southampton ,Cardiff City ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Stoke City ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Sunderland ,Everton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,West Bromwich Albion ,Tottenham ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Arsenal ,West Ham United ,null ,null , the game is cancaled 7  with id 3965717 at round 34
Premier League ,13/14 ,34 ,Liverpool ,Manchester City ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Swansea City ,Chelsea ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Arsenal ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,34 ,Manchester United ,Hull City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Tottenham ,Fulham ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Aston Villa ,Southampton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Cardiff City ,Stoke City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Newcastle United ,Swansea City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,West Ham United ,Crystal Palace ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Chelsea ,Sunderland ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Norwich City ,Liverpool ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Hull City ,Arsenal ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Everton ,Manchester United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,35 ,Manchester City ,West Bromwich Albion ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Southampton ,Everton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Fulham ,Hull City ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Stoke City ,Tottenham ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Swansea City ,Aston Villa ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,West Bromwich Albion ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Manchester United ,Norwich City ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Sunderland ,Cardiff City ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Liverpool ,Chelsea ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Crystal Palace ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,36 ,Arsenal ,Newcastle United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,West Ham United ,Tottenham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Aston Villa ,Hull City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Manchester United ,Sunderland ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Newcastle United ,Cardiff City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Stoke City ,Fulham ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Swansea City ,Southampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Everton ,Manchester City ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Arsenal ,West Bromwich Albion ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Chelsea ,Norwich City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,37 ,Crystal Palace ,Liverpool ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Cardiff City ,Chelsea ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Fulham ,Crystal Palace ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Hull City ,Everton ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Liverpool ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Manchester City ,West Ham United ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Norwich City ,Arsenal ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Southampton ,Manchester United ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Sunderland ,Swansea City ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,Tottenham ,Aston Villa ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,38 ,West Bromwich Albion ,Stoke City ,1 ,2 , (no statistics in this season)  here must be value
