League , Years ,Round , Home Team , Away Team , HomeScore , Away Score , (no statistics in this season)  header
Premier League ,13/14 ,6 ,Everton ,Newcastle United ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Manchester City ,Everton ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Cardiff City ,Newcastle United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Fulham ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Hull City ,Aston Villa ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Liverpool ,Crystal Palace ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Sunderland ,Manchester United ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Norwich City ,Chelsea ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Southampton ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,Tottenham ,West Ham United ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,7 ,West Bromwich Albion ,Arsenal ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Newcastle United ,Liverpool ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Arsenal ,Norwich City ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Chelsea ,Cardiff City ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Everton ,Hull City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Manchester United ,Southampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Stoke City ,West Bromwich Albion ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Swansea City ,Sunderland ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,West Ham United ,Manchester City ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Aston Villa ,Tottenham ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,8 ,Crystal Palace ,Fulham ,1 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Crystal Palace ,Arsenal ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Aston Villa ,Everton ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Liverpool ,West Bromwich Albion ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Manchester United ,Stoke City ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Norwich City ,Cardiff City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Southampton ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Sunderland ,Newcastle United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Chelsea ,Manchester City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Swansea City ,West Ham United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,9 ,Tottenham ,Hull City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Newcastle United ,Chelsea ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Fulham ,Manchester United ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Hull City ,Sunderland ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Manchester City ,Norwich City ,7 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Stoke City ,Southampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,West Bromwich Albion ,Crystal Palace ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,West Ham United ,Aston Villa ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Arsenal ,Liverpool ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Everton ,Tottenham ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,10 ,Cardiff City ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Chelsea ,West Bromwich Albion ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Crystal Palace ,Everton ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Liverpool ,Fulham ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Southampton ,Hull City ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Norwich City ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Tottenham ,Newcastle United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Sunderland ,Manchester City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Manchester United ,Arsenal ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,11 ,Swansea City ,Stoke City ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Everton ,Liverpool ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Arsenal ,Southampton ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Fulham ,Swansea City ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Hull City ,Crystal Palace ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Newcastle United ,Norwich City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Stoke City ,Sunderland ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,West Ham United ,Chelsea ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Manchester City ,Tottenham ,6 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,Cardiff City ,Manchester United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,12 ,West Bromwich Albion ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Aston Villa ,Sunderland ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Cardiff City ,Arsenal ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Everton ,Stoke City ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Norwich City ,Crystal Palace ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,West Ham United ,Fulham ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Newcastle United ,West Bromwich Albion ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Tottenham ,Manchester United ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Hull City ,Liverpool ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Chelsea ,Southampton ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,13 ,Manchester City ,Swansea City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Crystal Palace ,West Ham United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Arsenal ,Hull City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Liverpool ,Norwich City ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Manchester United ,Everton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Southampton ,Aston Villa ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Stoke City ,Cardiff City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Sunderland ,Chelsea ,3 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Swansea City ,Newcastle United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,Fulham ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,14 ,West Bromwich Albion ,Manchester City ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Manchester United ,Newcastle United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Crystal Palace ,Cardiff City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Liverpool ,West Ham United ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Southampton ,Manchester City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Stoke City ,Chelsea ,3 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,West Bromwich Albion ,Norwich City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Sunderland ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Fulham ,Aston Villa ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Arsenal ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,15 ,Swansea City ,Hull City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Manchester City ,Arsenal ,6 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Cardiff City ,West Bromwich Albion ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Chelsea ,Crystal Palace ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Everton ,Fulham ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Newcastle United ,Southampton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,West Ham United ,Sunderland ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Hull City ,Stoke City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Aston Villa ,Manchester United ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Norwich City ,Swansea City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,16 ,Tottenham ,Liverpool ,0 ,5 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Liverpool ,Cardiff City ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Crystal Palace ,Newcastle United ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Fulham ,Manchester City ,2 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Manchester United ,West Ham United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Stoke City ,Aston Villa ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Sunderland ,Norwich City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,West Bromwich Albion ,Hull City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Southampton ,Tottenham ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Swansea City ,Everton ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,17 ,Arsenal ,Chelsea ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Hull City ,Manchester United ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Aston Villa ,Crystal Palace ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Cardiff City ,Southampton ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Chelsea ,Swansea City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Everton ,Sunderland ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Newcastle United ,Stoke City ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Norwich City ,Fulham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Tottenham ,West Bromwich Albion ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,West Ham United ,Arsenal ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,18 ,Manchester City ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,West Ham United ,West Bromwich Albion ,3 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Aston Villa ,Swansea City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Hull City ,Fulham ,6 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Manchester City ,Crystal Palace ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Norwich City ,Manchester United ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Cardiff City ,Sunderland ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Everton ,Southampton ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Newcastle United ,Arsenal ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Chelsea ,Liverpool ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,19 ,Tottenham ,Stoke City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Swansea City ,Manchester City ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Arsenal ,Cardiff City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Crystal Palace ,Norwich City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Fulham ,West Ham United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Liverpool ,Hull City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Southampton ,Chelsea ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Stoke City ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Sunderland ,Aston Villa ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,West Bromwich Albion ,Newcastle United ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,20 ,Manchester United ,Tottenham ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Hull City ,Chelsea ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Cardiff City ,West Ham United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Everton ,Norwich City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Fulham ,Sunderland ,1 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Southampton ,West Bromwich Albion ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Tottenham ,Crystal Palace ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Manchester United ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Newcastle United ,Manchester City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Stoke City ,Liverpool ,3 ,5 , (no statistics in this season)  here must be value
Premier League ,13/14 ,21 ,Aston Villa ,Arsenal ,1 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Sunderland ,Southampton ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Arsenal ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Crystal Palace ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Manchester City ,Cardiff City ,4 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Norwich City ,Hull City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,West Ham United ,Newcastle United ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Liverpool ,Aston Villa ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Swansea City ,Tottenham ,1 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,Chelsea ,Manchester United ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,22 ,West Bromwich Albion ,Everton ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Manchester United ,Cardiff City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Norwich City ,Newcastle United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Southampton ,Arsenal ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Swansea City ,Fulham ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Crystal Palace ,Hull City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Liverpool ,Everton ,4 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Aston Villa ,West Bromwich Albion ,4 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Chelsea ,West Ham United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Sunderland ,Stoke City ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,23 ,Tottenham ,Manchester City ,1 ,5 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Newcastle United ,Sunderland ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,West Ham United ,Swansea City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Cardiff City ,Norwich City ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Everton ,Aston Villa ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Fulham ,Southampton ,0 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Hull City ,Tottenham ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Stoke City ,Manchester United ,2 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,West Bromwich Albion ,Liverpool ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Arsenal ,Crystal Palace ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,24 ,Manchester City ,Chelsea ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Liverpool ,Arsenal ,5 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Aston Villa ,West Ham United ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Chelsea ,Newcastle United ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Crystal Palace ,West Bromwich Albion ,3 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Norwich City ,Manchester City ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Southampton ,Stoke City ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Sunderland ,Hull City ,0 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Swansea City ,Cardiff City ,3 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Tottenham ,Everton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,25 ,Manchester United ,Fulham ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Cardiff City ,Aston Villa ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Hull City ,Southampton ,0 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,West Ham United ,Norwich City ,2 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,West Bromwich Albion ,Chelsea ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Arsenal ,Manchester United ,0 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Everton ,Crystal Palace ,null ,null , the game is cancaled 5  with id 3965569 at round 26
Premier League ,13/14 ,26 ,Manchester City ,Sunderland ,null ,null , the game is cancaled 6  with id 3965573 at round 26
Premier League ,13/14 ,26 ,Newcastle United ,Tottenham ,0 ,4 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Fulham ,Liverpool ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Stoke City ,Swansea City ,1 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Everton ,Crystal Palace ,2 ,3 , (no statistics in this season)  here must be value
Premier League ,13/14 ,26 ,Manchester City ,Sunderland ,2 ,2 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Chelsea ,Everton ,1 ,0 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Arsenal ,Sunderland ,4 ,1 , (no statistics in this season)  here must be value
Premier League ,13/14 ,27 ,Cardiff City ,Hull City ,0 ,4 , (no statistics in this season)  here must be value
